date,sku_id,units_sold,revenue,unit_price,promo_flag
2024-11-17,SKU0001,27.0,228755.88,8472.44,0
2024-11-18,SKU0001,34.0,288062.96,8472.44,0
2024-11-19,SKU0001,19.0,160976.36,8472.44,0
2024-11-20,SKU0001,23.0,194866.12,8472.44,0
2024-11-21,SKU0001,21.0,177921.24,8472.44,0
2024-11-22,SKU0001,18.0,152503.92,8472.44,0
2024-11-23,SKU0001,25.0,211811.0,8472.44,0
2024-11-24,SKU0001,35.0,296535.4,8472.44,0
2024-11-25,SKU0001,35.0,225929.59,6455.13,1
2024-11-26,SKU0001,34.0,246126.02,7239.0,1
2024-11-27,SKU0001,19.0,122465.43,6445.55,1
2024-11-28,SKU0001,37.0,257543.62,6960.64,1
2024-11-29,SKU0001,28.0,189973.47,6784.77,1
2024-11-30,SKU0001,66.0,438516.43,6644.19,1
2024-12-01,SKU0001,23.0,194866.12,8472.44,0
2024-12-02,SKU0001,20.0,169448.8,8472.44,0
2024-12-03,SKU0001,18.0,152503.92,8472.44,0
2024-12-04,SKU0001,9.0,76251.96,8472.44,0
2024-12-05,SKU0001,11.0,93196.84,8472.44,0
2024-12-06,SKU0001,24.0,203338.56,8472.44,0
2024-12-07,SKU0001,27.0,228755.88,8472.44,0
2024-12-08,SKU0001,32.0,271118.08,8472.44,0
2024-12-09,SKU0001,18.0,152503.92,8472.44,0
2024-12-10,SKU0001,15.0,127086.6,8472.44,0
2024-12-11,SKU0001,21.0,177921.24,8472.44,0
2024-12-12,SKU0001,23.0,194866.12,8472.44,0
2024-12-13,SKU0001,27.0,228755.88,8472.44,0
2024-12-14,SKU0001,19.0,160976.36,8472.44,0
2024-12-15,SKU0001,36.0,305007.84,8472.44,0
2024-12-16,SKU0001,14.0,118614.16,8472.44,0
2024-12-17,SKU0001,31.0,262645.64,8472.44,0
2024-12-18,SKU0001,22.0,186393.68,8472.44,0
2024-12-19,SKU0001,28.0,237228.32,8472.44,0
2024-12-20,SKU0001,19.0,160976.36,8472.44,0
2024-12-21,SKU0001,33.0,279590.52,8472.44,0
2024-12-22,SKU0001,38.0,321952.72,8472.44,0
2024-12-23,SKU0001,14.0,118614.16,8472.44,0
2024-12-24,SKU0001,21.0,177921.24,8472.44,0
2024-12-25,SKU0001,37.0,313480.28,8472.44,0
2024-12-26,SKU0001,23.0,194866.12,8472.44,0
2024-12-27,SKU0001,21.0,177921.24,8472.44,0
2024-12-28,SKU0001,30.0,254173.2,8472.44,0
2024-12-29,SKU0001,30.0,254173.2,8472.44,0
2024-12-30,SKU0001,,101669.28,8472.44,0
2024-12-31,SKU0001,18.0,152503.92,8472.44,0
2025-01-01,SKU0001,30.0,254173.2,8472.44,0
2025-01-02,SKU0001,35.0,296535.4,8472.44,0
2025-01-03,SKU0001,28.0,237228.32,8472.44,0
2025-01-04,SKU0001,37.0,313480.28,8472.44,0
2025-01-05,SKU0001,31.0,262645.64,8472.44,0
2025-01-06,SKU0001,26.0,220283.44,8472.44,0
2025-01-07,SKU0001,30.0,254173.2,8472.44,0
2025-01-08,SKU0001,34.0,288062.96,8472.44,0
2025-01-09,SKU0001,30.0,254173.2,8472.44,0
2025-01-10,SKU0001,23.0,194866.12,8472.44,0
2025-01-11,SKU0001,27.0,228755.88,8472.44,0
2025-01-12,SKU0001,47.0,398204.68,8472.44,0
2025-01-13,SKU0001,50.0,423622.0,8472.44,0
2025-01-14,SKU0001,33.0,279590.52,8472.44,0
2025-01-15,SKU0001,33.0,248985.42,7545.01,1
2025-01-16,SKU0001,36.0,253738.5,7048.29,1
2025-01-17,SKU0001,50.0,356899.77,7138.0,1
2025-01-18,SKU0001,67.0,450594.34,6725.29,1
2025-01-19,SKU0001,43.0,276732.11,6435.63,1
2025-01-20,SKU0001,29.0,211454.76,7291.54,1
2025-01-21,SKU0001,48.0,311216.94,6483.69,1
2025-01-22,SKU0001,58.0,374857.61,6463.06,1
2025-01-23,SKU0001,47.0,398204.68,8472.44,0
2025-01-24,SKU0001,28.0,237228.32,8472.44,0
2025-01-25,SKU0001,32.0,271118.08,8472.44,0
2025-01-26,SKU0001,46.0,389732.24,8472.44,0
2025-01-27,SKU0001,26.0,220283.44,8472.44,0
2025-01-28,SKU0001,22.0,186393.68,8472.44,0
2025-01-29,SKU0001,35.0,296535.4,8472.44,0
2025-01-30,SKU0001,47.0,398204.68,8472.44,0
2025-01-31,SKU0001,34.0,288062.96,8472.44,0
2025-02-01,SKU0001,48.0,406677.12,8472.44,0
2025-02-02,SKU0001,35.0,296535.4,8472.44,0
2025-02-03,SKU0001,47.0,398204.68,8472.44,0
2025-02-04,SKU0001,20.0,169448.8,8472.44,0
2025-02-05,SKU0001,30.0,254173.2,8472.44,0
2025-02-06,SKU0001,33.0,279590.52,8472.44,0
2025-02-07,SKU0001,34.0,288062.96,8472.44,0
2025-02-08,SKU0001,42.0,355842.48,8472.44,0
2025-02-09,SKU0001,57.0,482929.08,8472.44,0
2025-02-10,SKU0001,35.0,296535.4,8472.44,0
2025-02-11,SKU0001,26.0,220283.44,8472.44,0
2025-02-12,SKU0001,32.0,271118.08,8472.44,0
2025-02-13,SKU0001,35.0,296535.4,8472.44,0
2025-02-14,SKU0001,35.0,296535.4,8472.44,0
2025-02-15,SKU0001,42.0,355842.48,8472.44,0
2025-02-16,SKU0001,62.0,525291.28,8472.44,0
2025-02-17,SKU0001,50.0,423622.0,8472.44,0
2025-02-18,SKU0001,31.0,262645.64,8472.44,0
2025-02-19,SKU0001,37.0,313480.28,8472.44,0
2025-02-20,SKU0001,33.0,279590.52,8472.44,0
2025-02-21,SKU0001,31.0,262645.64,8472.44,0
2025-02-22,SKU0001,33.0,279590.52,8472.44,0
2025-02-23,SKU0001,46.0,389732.24,8472.44,0
2025-02-24,SKU0001,30.0,254173.2,8472.44,0
2025-02-25,SKU0001,20.0,169448.8,8472.44,0
2025-02-26,SKU0001,35.0,296535.4,8472.44,0
2025-02-27,SKU0001,40.0,338897.6,8472.44,0
2025-02-28,SKU0001,37.0,313480.28,8472.44,0
2025-03-01,SKU0001,52.0,440566.88,8472.44,0
2025-03-02,SKU0001,56.0,474456.64,8472.44,0
2025-03-03,SKU0001,38.0,321952.72,8472.44,0
2025-03-04,SKU0001,23.0,194866.12,8472.44,0
2025-03-05,SKU0001,40.0,338897.6,8472.44,0
2025-03-06,SKU0001,28.0,237228.32,8472.44,0
2025-03-07,SKU0001,37.0,313480.28,8472.44,0
2025-03-08,SKU0001,50.0,423622.0,8472.44,0
2025-03-09,SKU0001,28.0,237228.32,8472.44,0
2025-03-10,SKU0001,40.0,338897.6,8472.44,0
2025-03-11,SKU0001,37.0,313480.28,8472.44,0
2025-03-12,SKU0001,23.0,194866.12,8472.44,0
2025-03-13,SKU0001,34.0,288062.96,8472.44,0
2025-03-14,SKU0001,31.0,262645.64,8472.44,0
2025-03-15,SKU0001,49.0,415149.56,8472.44,0
2025-03-16,SKU0001,52.0,440566.88,8472.44,0
2025-03-17,SKU0001,31.0,262645.64,8472.44,0
2025-03-18,SKU0001,20.0,169448.8,8472.44,0
2025-03-19,SKU0001,31.0,262645.64,8472.44,0
2025-03-20,SKU0001,41.0,347370.04,8472.44,0
2025-03-21,SKU0001,52.0,440566.88,8472.44,0
2025-03-22,SKU0001,66.0,559181.04,8472.44,0
2025-03-23,SKU0001,50.0,423622.0,8472.44,0
2025-03-24,SKU0001,36.0,305007.84,8472.44,0
2025-03-25,SKU0001,17.0,144031.48,8472.44,0
2025-03-26,SKU0001,30.0,254173.2,8472.44,0
2025-03-27,SKU0001,31.0,262645.64,8472.44,0
2025-03-28,SKU0001,37.0,313480.28,8472.44,0
2025-03-29,SKU0001,38.0,321952.72,8472.44,0
2025-03-30,SKU0001,53.0,449039.32,8472.44,0
2025-03-31,SKU0001,33.0,279590.52,8472.44,0
2025-04-01,SKU0001,38.0,321952.72,8472.44,0
2025-04-02,SKU0001,37.0,313480.28,8472.44,0
2025-04-03,SKU0001,24.0,203338.56,8472.44,0
2025-04-04,SKU0001,30.0,254173.2,8472.44,0
2025-04-05,SKU0001,48.0,406677.12,8472.44,0
2025-04-06,SKU0001,44.0,372787.36,8472.44,0
2025-04-07,SKU0001,35.0,296535.4,8472.44,0
2025-04-08,SKU0001,53.0,449039.32,8472.44,0
2025-04-09,SKU0001,24.0,203338.56,8472.44,0
2025-04-10,SKU0001,25.0,211811.0,8472.44,0
2025-04-11,SKU0001,19.0,160976.36,8472.44,0
2025-04-12,SKU0001,50.0,423622.0,8472.44,0
2025-04-13,SKU0001,35.0,296535.4,8472.44,0
2025-04-14,SKU0001,40.0,338897.6,8472.44,0
2025-04-15,SKU0001,48.0,406677.12,8472.44,0
2025-04-16,SKU0001,16.0,135559.04,8472.44,0
2025-04-17,SKU0001,23.0,194866.12,8472.44,0
2025-04-18,SKU0001,52.0,440566.88,8472.44,0
2025-04-19,SKU0001,36.0,305007.84,8472.44,0
2025-04-20,SKU0001,38.0,321952.72,8472.44,0
2025-04-21,SKU0001,30.0,254173.2,8472.44,0
2025-04-22,SKU0001,20.0,169448.8,8472.44,0
2025-04-23,SKU0001,27.0,228755.88,8472.44,0
2025-04-24,SKU0001,41.0,347370.04,8472.44,0
2025-04-25,SKU0001,53.0,449039.32,8472.44,0
2025-04-26,SKU0001,53.0,449039.32,8472.44,0
2025-04-27,SKU0001,45.0,381259.8,8472.44,0
2025-04-28,SKU0001,25.0,211811.0,8472.44,0
2025-04-29,SKU0001,40.0,338897.6,8472.44,0
2025-04-30,SKU0001,35.0,296535.4,8472.44,0
2025-05-01,SKU0001,34.0,288062.96,8472.44,0
2025-05-02,SKU0001,30.0,254173.2,8472.44,0
2025-05-03,SKU0001,74.0,626960.56,8472.44,0
2025-05-04,SKU0001,48.0,406677.12,8472.44,0
2025-05-05,SKU0001,20.0,169448.8,8472.44,0
2025-05-06,SKU0001,29.0,245700.76,8472.44,0
2025-05-07,SKU0001,29.0,245700.76,8472.44,0
2025-05-08,SKU0001,38.0,321952.72,8472.44,0
2025-05-09,SKU0001,48.0,406677.12,8472.44,0
2025-05-10,SKU0001,44.0,372787.36,8472.44,0
2025-05-11,SKU0001,52.0,440566.88,8472.44,0
2025-05-12,SKU0001,22.0,186393.68,8472.44,0
2025-05-13,SKU0001,45.0,381259.8,8472.44,0
2025-05-14,SKU0001,40.0,338897.6,8472.44,0
2025-05-15,SKU0001,21.0,177921.24,8472.44,0
2025-05-16,SKU0001,38.0,321952.72,8472.44,0
2025-05-17,SKU0001,32.0,271118.08,8472.44,0
2025-05-18,SKU0001,27.0,228755.88,8472.44,0
2025-05-19,SKU0001,35.0,296535.4,8472.44,0
2025-05-20,SKU0001,37.0,313480.28,8472.44,0
2025-05-21,SKU0001,25.0,211811.0,8472.44,0
2025-05-22,SKU0001,27.0,228755.88,8472.44,0
2025-05-23,SKU0001,29.0,245700.76,8472.44,0
2025-05-24,SKU0001,32.0,271118.08,8472.44,0
2025-05-25,SKU0001,38.0,321952.72,8472.44,0
2025-05-26,SKU0001,38.0,321952.72,8472.44,0
2025-05-27,SKU0001,43.0,364314.92,8472.44,0
2025-05-28,SKU0001,22.0,186393.68,8472.44,0
2025-05-29,SKU0001,33.0,279590.52,8472.44,0
2025-05-30,SKU0001,43.0,364314.92,8472.44,0
2025-05-31,SKU0001,27.0,228755.88,8472.44,0
2025-06-01,SKU0001,34.0,230224.27,6771.3,1
2025-06-02,SKU0001,54.0,399520.36,7398.53,1
2025-06-03,SKU0001,65.0,470185.06,7233.62,1
2025-06-04,SKU0001,45.0,317927.34,7065.05,1
2025-06-05,SKU0001,42.0,266934.83,6355.59,1
2025-06-06,SKU0001,60.0,383935.54,6398.93,1
2025-06-07,SKU0001,82.0,624314.19,7613.59,1
2025-06-08,SKU0001,58.0,426213.47,7348.51,1
2025-06-09,SKU0001,28.0,237228.32,8472.44,0
2025-06-10,SKU0001,22.0,186393.68,8472.44,0
2025-06-11,SKU0001,46.0,389732.24,8472.44,0
2025-06-12,SKU0001,40.0,338897.6,8472.44,0
2025-06-13,SKU0001,22.0,186393.68,8472.44,0
2025-06-14,SKU0001,21.0,177921.24,8472.44,0
2025-06-15,SKU0001,27.0,228755.88,8472.44,0
2025-06-16,SKU0001,24.0,203338.56,8472.44,0
2025-06-17,SKU0001,28.0,237228.32,8472.44,0
2025-06-18,SKU0001,31.0,262645.64,8472.44,0
2025-06-19,SKU0001,35.0,296535.4,8472.44,0
2025-06-20,SKU0001,28.0,237228.32,8472.44,0
2025-06-21,SKU0001,33.0,279590.52,8472.44,0
2025-06-22,SKU0001,32.0,271118.08,8472.44,0
2025-06-23,SKU0001,27.0,228755.88,8472.44,0
2025-06-24,SKU0001,33.0,279590.52,8472.44,0
2025-06-25,SKU0001,22.0,186393.68,8472.44,0
2025-06-26,SKU0001,28.0,237228.32,8472.44,0
2025-06-27,SKU0001,29.0,245700.76,8472.44,0
2025-06-28,SKU0001,21.0,177921.24,8472.44,0
2025-06-29,SKU0001,38.0,321952.72,8472.44,0
2025-06-30,SKU0001,35.0,296535.4,8472.44,0
2025-07-01,SKU0001,33.0,279590.52,8472.44,0
2025-07-02,SKU0001,24.0,203338.56,8472.44,0
2025-07-03,SKU0001,19.0,160976.36,8472.44,0
2025-07-04,SKU0001,33.0,279590.52,8472.44,0
2025-07-05,SKU0001,26.0,220283.44,8472.44,0
2025-07-06,SKU0001,38.0,321952.72,8472.44,0
2025-07-07,SKU0001,29.0,245700.76,8472.44,0
2025-07-08,SKU0001,24.0,203338.56,8472.44,0
2025-07-09,SKU0001,23.0,194866.12,8472.44,0
2025-07-10,SKU0001,37.0,313480.28,8472.44,0
2025-07-11,SKU0001,42.0,355842.48,8472.44,0
2025-07-12,SKU0001,43.0,364314.92,8472.44,0
2025-07-13,SKU0001,34.0,288062.96,8472.44,0
2025-07-14,SKU0001,23.0,194866.12,8472.44,0
2025-07-15,SKU0001,21.0,177921.24,8472.44,0
2025-07-16,SKU0001,19.0,160976.36,8472.44,0
2025-07-17,SKU0001,17.0,144031.48,8472.44,0
2025-07-18,SKU0001,26.0,220283.44,8472.44,0
2025-07-19,SKU0001,30.0,254173.2,8472.44,0
2025-07-20,SKU0001,32.0,271118.08,8472.44,0
2025-07-21,SKU0001,34.0,288062.96,8472.44,0
2025-07-22,SKU0001,22.0,186393.68,8472.44,0
2025-07-23,SKU0001,26.0,220283.44,8472.44,0
2025-07-24,SKU0001,22.0,186393.68,8472.44,0
2025-07-25,SKU0001,20.0,169448.8,8472.44,0
2025-07-26,SKU0001,28.0,237228.32,8472.44,0
2025-07-27,SKU0001,26.0,220283.44,8472.44,0
2025-07-28,SKU0001,25.0,211811.0,8472.44,0
2025-07-29,SKU0001,30.0,254173.2,8472.44,0
2025-07-30,SKU0001,35.0,296535.4,8472.44,0
2025-07-31,SKU0001,28.0,237228.32,8472.44,0
2025-08-01,SKU0001,15.0,127086.6,8472.44,0
2025-08-02,SKU0001,31.0,262645.64,8472.44,0
2025-08-03,SKU0001,33.0,279590.52,8472.44,0
2025-08-04,SKU0001,24.0,203338.56,8472.44,0
2025-08-05,SKU0001,16.0,135559.04,8472.44,0
2025-08-06,SKU0001,26.0,220283.44,8472.44,0
2025-08-07,SKU0001,29.0,245700.76,8472.44,0
2025-08-08,SKU0001,28.0,237228.32,8472.44,0
2025-08-09,SKU0001,35.0,296535.4,8472.44,0
2025-08-10,SKU0001,34.0,288062.96,8472.44,0
2025-08-11,SKU0001,28.0,237228.32,8472.44,0
2025-08-12,SKU0001,7.0,59307.08,8472.44,0
2025-08-13,SKU0001,22.0,186393.68,8472.44,0
2025-08-14,SKU0001,7.0,59307.08,8472.44,0
2025-08-15,SKU0001,28.0,237228.32,8472.44,0
2025-08-16,SKU0001,27.0,228755.88,8472.44,0
2025-08-17,SKU0001,40.0,338897.6,8472.44,0
2025-08-18,SKU0001,18.0,152503.92,8472.44,0
2025-08-19,SKU0001,21.0,177921.24,8472.44,0
2025-08-20,SKU0001,19.0,160976.36,8472.44,0
2025-08-21,SKU0001,15.0,127086.6,8472.44,0
2025-08-22,SKU0001,26.0,220283.44,8472.44,0
2025-08-23,SKU0001,30.0,254173.2,8472.44,0
2025-08-24,SKU0001,31.0,262645.64,8472.44,0
2025-08-25,SKU0001,26.0,220283.44,8472.44,0
2025-08-26,SKU0001,32.0,271118.08,8472.44,0
2025-08-27,SKU0001,24.0,203338.56,8472.44,0
2025-08-28,SKU0001,18.0,152503.92,8472.44,0
2025-08-29,SKU0001,17.0,144031.48,8472.44,0
2025-08-30,SKU0001,15.0,127086.6,8472.44,0
2025-08-31,SKU0001,23.0,194866.12,8472.44,0
2025-09-01,SKU0001,18.0,152503.92,8472.44,0
2025-09-02,SKU0001,21.0,177921.24,8472.44,0
2025-09-03,SKU0001,15.0,127086.6,8472.44,0
2025-09-04,SKU0001,14.0,118614.16,8472.44,0
2025-09-05,SKU0001,22.0,186393.68,8472.44,0
2025-09-06,SKU0001,31.0,262645.64,8472.44,0
2025-09-07,SKU0001,33.0,279590.52,8472.44,0
2025-09-08,SKU0001,19.0,160976.36,8472.44,0
2025-09-09,SKU0001,14.0,118614.16,8472.44,0
2025-09-10,SKU0001,26.0,220283.44,8472.44,0
2025-09-11,SKU0001,25.0,211811.0,8472.44,0
2025-09-12,SKU0001,15.0,127086.6,8472.44,0
2025-09-13,SKU0001,21.0,177921.24,8472.44,0
2025-09-14,SKU0001,23.0,194866.12,8472.44,0
2025-09-15,SKU0001,10.0,84724.4,8472.44,0
2025-09-16,SKU0001,,93196.84,8472.44,0
2025-09-17,SKU0001,20.0,169448.8,8472.44,0
2025-09-18,SKU0001,19.0,160976.36,8472.44,0
2025-09-19,SKU0001,20.0,169448.8,8472.44,0
2025-09-20,SKU0001,17.0,144031.48,8472.44,0
2025-09-21,SKU0001,29.0,245700.76,8472.44,0
2025-09-22,SKU0001,15.0,127086.6,8472.44,0
2025-09-23,SKU0001,22.0,186393.68,8472.44,0
2025-09-24,SKU0001,22.0,186393.68,8472.44,0
2025-09-25,SKU0001,27.0,228755.88,8472.44,0
2025-09-26,SKU0001,27.0,228755.88,8472.44,0
2025-09-27,SKU0001,28.0,237228.32,8472.44,0
2025-09-28,SKU0001,21.0,177921.24,8472.44,0
2025-09-29,SKU0001,25.0,211811.0,8472.44,0
2025-09-30,SKU0001,21.0,177921.24,8472.44,0
2025-10-01,SKU0001,23.0,194866.12,8472.44,0
2025-10-02,SKU0001,26.0,220283.44,8472.44,0
2025-10-03,SKU0001,17.0,144031.48,8472.44,0
2025-10-04,SKU0001,19.0,160976.36,8472.44,0
2025-10-05,SKU0001,16.0,135559.04,8472.44,0
2025-10-06,SKU0001,18.0,152503.92,8472.44,0
2025-10-07,SKU0001,25.0,211811.0,8472.44,0
2025-10-08,SKU0001,17.0,144031.48,8472.44,0
2025-10-09,SKU0001,14.0,118614.16,8472.44,0
2025-10-10,SKU0001,27.0,228755.88,8472.44,0
2025-10-11,SKU0001,18.0,152503.92,8472.44,0
2025-10-12,SKU0001,24.0,203338.56,8472.44,0
2025-10-13,SKU0001,19.0,160976.36,8472.44,0
2025-10-14,SKU0001,15.0,127086.6,8472.44,0
2025-10-15,SKU0001,24.0,203338.56,8472.44,0
2025-10-16,SKU0001,22.0,186393.68,8472.44,0
2025-10-17,SKU0001,16.0,135559.04,8472.44,0
2025-10-18,SKU0001,23.0,194866.12,8472.44,0
2025-10-19,SKU0001,15.0,127086.6,8472.44,0
2025-10-20,SKU0001,36.0,242142.43,6726.18,1
2025-10-21,SKU0001,21.0,154895.1,7375.96,1
2025-10-22,SKU0001,33.0,223451.73,6771.26,1
2025-10-23,SKU0001,36.0,265630.9,7378.64,1
2025-10-24,SKU0001,44.0,284444.24,6464.64,1
2025-10-25,SKU0001,39.0,250019.37,6410.75,1
2025-10-26,SKU0001,57.0,434467.78,7622.24,1
2025-10-27,SKU0001,39.0,290912.45,7459.29,1
2025-10-28,SKU0001,18.0,134573.6,7476.31,1
2025-10-29,SKU0001,31.0,234461.66,7563.28,1
2025-10-30,SKU0001,7.0,59307.08,8472.44,0
2025-10-31,SKU0001,13.0,110141.72,8472.44,0
2025-11-01,SKU0001,22.0,186393.68,8472.44,0
2025-11-02,SKU0001,33.0,279590.52,8472.44,0
2025-11-03,SKU0001,22.0,186393.68,8472.44,0
2025-11-04,SKU0001,13.0,110141.72,8472.44,0
2025-11-05,SKU0001,19.0,160976.36,8472.44,0
2025-11-06,SKU0001,20.0,169448.8,8472.44,0
2025-11-07,SKU0001,18.0,152503.92,8472.44,0
2025-11-08,SKU0001,27.0,228755.88,8472.44,0
2025-11-09,SKU0001,26.0,220283.44,8472.44,0
2025-11-10,SKU0001,22.0,186393.68,8472.44,0
2025-11-11,SKU0001,18.0,152503.92,8472.44,0
2025-11-12,SKU0001,30.0,254173.2,8472.44,0
2025-11-13,SKU0001,7.0,59307.08,8472.44,0
2025-11-14,SKU0001,26.0,220283.44,8472.44,0
2025-11-15,SKU0001,45.0,381259.8,8472.44,0
2025-11-16,SKU0001,36.0,305007.84,8472.44,0
2025-11-17,SKU0001,21.0,177921.24,8472.44,0
2025-11-18,SKU0001,21.0,177921.24,8472.44,0
2025-11-19,SKU0001,16.0,135559.04,8472.44,0
2025-11-20,SKU0001,28.0,237228.32,8472.44,0
2025-11-21,SKU0001,18.0,152503.92,8472.44,0
2025-11-22,SKU0001,36.0,305007.84,8472.44,0
2025-11-23,SKU0001,24.0,203338.56,8472.44,0
2025-11-24,SKU0001,18.0,152503.92,8472.44,0
2025-11-25,SKU0001,38.0,268540.1,7066.84,1
2025-11-26,SKU0001,49.0,366483.42,7479.25,1
2025-11-27,SKU0001,30.0,216267.32,7208.91,1
2025-11-28,SKU0001,,337044.21,7171.15,1
2025-11-29,SKU0001,49.0,323179.49,6595.5,1
2025-11-30,SKU0001,49.0,317987.25,6489.54,1
