date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2024-12-30,SKU0002,421.0,0.0,10,311.0
2025-01-06,SKU0002,292.0,0.0,10,311.0
2025-01-13,SKU0002,134.0,0.0,10,311.0
2025-01-20,SKU0002,0.0,0.0,10,311.0
2025-01-27,SKU0002,0.0,0.0,10,311.0
2025-02-03,SKU0002,513.0,513.0,10,311.0
2025-02-10,SKU0002,263.0,531.0,10,311.0
2025-02-17,SKU0002,50.0,523.0,10,311.0
2025-02-24,SKU0002,0.0,0.0,10,311.0
2025-03-03,SKU0002,0.0,0.0,10,311.0
2025-03-10,SKU0002,0.0,405.0,10,311.0
2025-03-17,SKU0002,0.0,0.0,10,311.0
2025-03-24,SKU0002,0.0,535.0,10,311.0
2025-03-31,SKU0002,0.0,0.0,10,311.0
2025-04-07,SKU0002,0.0,0.0,10,311.0
2025-04-14,SKU0002,0.0,0.0,10,311.0
2025-04-21,SKU0002,519.0,519.0,10,311.0
2025-04-28,SKU0002,320.0,0.0,10,311.0
2025-05-05,SKU0002,126.0,0.0,10,311.0
2025-05-12,SKU0002,0.0,0.0,10,311.0
2025-05-19,SKU0002,0.0,493.0,10,311.0
2025-05-26,SKU0002,0.0,,10,311.0
2025-06-02,SKU0002,0.0,0.0,10,311.0
2025-06-09,SKU0002,0.0,0.0,10,311.0
2025-06-16,SKU0002,484.0,484.0,10,311.0
2025-06-23,SKU0002,230.0,0.0,10,311.0
2025-06-30,SKU0002,13.0,472.0,10,311.0
2025-07-07,SKU0002,0.0,0.0,10,311.0
2025-07-14,SKU0002,0.0,0.0,10,311.0
2025-07-21,SKU0002,0.0,0.0,10,311.0
2025-07-28,SKU0002,0.0,408.0,10,311.0
2025-08-04,SKU0002,0.0,397.0,10,311.0
2025-08-11,SKU0002,0.0,0.0,10,311.0
2025-08-18,SKU0002,547.0,547.0,10,311.0
2025-08-25,SKU0002,429.0,0.0,10,311.0
2025-09-01,SKU0002,304.0,601.0,10,311.0
2025-09-08,SKU0002,173.0,0.0,10,311.0
2025-09-15,SKU0002,39.0,0.0,10,311.0
2025-09-22,SKU0002,0.0,523.0,10,311.0
2025-09-29,SKU0002,0.0,0.0,10,311.0
2025-10-06,SKU0002,0.0,555.0,10,311.0
2025-10-13,SKU0002,0.0,0.0,10,311.0
2025-10-20,SKU0002,511.0,511.0,10,311.0
2025-10-27,SKU0002,358.0,0.0,10,311.0
2025-11-03,SKU0002,215.0,0.0,10,311.0
2025-11-10,SKU0002,52.0,0.0,10,311.0
2025-11-17,SKU0002,0.0,0.0,10,311.0
2025-11-24,SKU0002,0.0,516.0,10,311.0
2025-12-01,SKU0002,0.0,0.0,10,311.0
2025-12-08,SKU0002,0.0,0.0,10,311.0
2025-12-15,SKU0002,0.0,433.0,10,311.0
2025-12-22,SKU0002,549.0,549.0,10,311.0
2024-04-29,SKU0003,450.0,0.0,14,1052.0
2024-05-06,SKU0003,0.0,0.0,14,1052.0
2024-05-13,SKU0003,0.0,1544.0,14,1052.0
2024-05-20,SKU0003,1854.0,1854.0,14,1052.0
2024-05-27,SKU0003,1447.0,0.0,14,1052.0
2024-06-03,SKU0003,985.0,1958.0,14,1052.0
2024-06-10,SKU0003,2390.0,1923.0,14,1052.0
2024-06-17,SKU0003,1962.0,0.0,14,1052.0
2024-06-24,SKU0003,1517.0,0.0,14,1052.0
2024-07-01,SKU0003,1093.0,0.0,14,1052.0
2024-07-08,SKU0003,741.0,2022.0,14,1052.0
2024-07-15,SKU0003,2425.0,1985.0,14,1052.0
2024-07-22,SKU0003,2096.0,0.0,14,1052.0
2024-07-29,SKU0003,1780.0,0.0,14,1052.0
2024-08-05,SKU0003,1437.0,0.0,14,1052.0
2024-08-12,SKU0003,1166.0,0.0,14,1052.0
2024-08-19,SKU0003,867.0,2020.0,14,1052.0
2024-08-26,SKU0003,590.0,0.0,14,1052.0
2024-09-02,SKU0003,347.0,0.0,14,1052.0
2024-09-09,SKU0003,120.0,0.0,14,1052.0
2024-09-16,SKU0003,0.0,1869.0,14,1052.0
2024-09-23,SKU0003,0.0,0.0,14,1052.0
2024-09-30,SKU0003,0.0,0.0,14,1052.0
2024-10-07,SKU0003,0.0,1266.0,14,1052.0
2024-10-14,SKU0003,0.0,1679.0,14,1052.0
2024-10-21,SKU0003,1650.0,1650.0,14,1052.0
2024-10-28,SKU0003,1333.0,0.0,14,1052.0
2024-11-04,SKU0003,939.0,,14,1052.0
2024-11-11,SKU0003,535.0,0.0,14,1052.0
2024-11-18,SKU0003,2002.0,1798.0,14,1052.0
2024-11-25,SKU0003,1744.0,0.0,14,1052.0
2024-12-02,SKU0003,1347.0,0.0,14,1052.0
2024-12-09,SKU0003,959.0,0.0,14,1052.0
2024-12-16,SKU0003,1873.0,1345.0,14,1052.0
2024-12-23,SKU0003,1471.0,0.0,14,1052.0
2024-12-30,SKU0003,1091.0,0.0,14,1052.0
2025-01-06,SKU0003,697.0,1690.0,14,1052.0
2025-01-13,SKU0003,333.0,1954.0,14,1052.0
2025-01-20,SKU0003,0.0,0.0,14,1052.0
2025-01-27,SKU0003,0.0,0.0,14,1052.0
2025-02-03,SKU0003,0.0,0.0,14,1052.0
2025-02-10,SKU0003,0.0,1488.0,14,1052.0
2025-02-17,SKU0003,0.0,2051.0,14,1052.0
2025-02-24,SKU0003,1566.0,1566.0,14,1052.0
2025-03-03,SKU0003,1060.0,0.0,14,1052.0
2025-03-10,SKU0003,634.0,0.0,14,1052.0
2025-03-17,SKU0003,202.0,1655.0,14,1052.0
2025-03-24,SKU0003,1639.0,1639.0,14,1052.0
2025-03-31,SKU0003,1180.0,0.0,14,1052.0
2025-04-07,SKU0003,678.0,0.0,14,1052.0
2025-04-14,SKU0003,1499.0,1362.0,14,1052.0
2025-04-21,SKU0003,889.0,1975.0,14,1052.0
2025-04-28,SKU0003,406.0,1871.0,14,1052.0
2025-05-05,SKU0003,0.0,1522.0,14,1052.0
2025-05-12,SKU0003,0.0,1641.0,14,1052.0
2025-05-19,SKU0003,1869.0,1869.0,14,1052.0
2025-05-26,SKU0003,1343.0,0.0,14,1052.0
2025-06-02,SKU0003,852.0,1510.0,14,1052.0
2025-06-09,SKU0003,57.0,0.0,14,1052.0
2025-06-16,SKU0003,0.0,2042.0,14,1052.0
2025-06-23,SKU0003,1323.0,,14,1052.0
2025-06-30,SKU0003,751.0,1398.0,14,1052.0
2025-07-07,SKU0003,1855.0,1491.0,14,1052.0
2025-07-14,SKU0003,1488.0,0.0,14,1052.0
2025-07-21,SKU0003,1051.0,1457.0,14,1052.0
2025-07-28,SKU0003,664.0,0.0,14,1052.0
2025-08-04,SKU0003,355.0,0.0,14,1052.0
2025-08-11,SKU0003,35.0,1614.0,14,1052.0
2025-08-18,SKU0003,0.0,1861.0,14,1052.0
2025-08-25,SKU0003,1590.0,1590.0,14,1052.0
2025-09-01,SKU0003,1242.0,0.0,14,1052.0
2025-09-08,SKU0003,2814.0,1911.0,14,1052.0
2025-09-15,SKU0003,2493.0,0.0,14,1052.0
2025-09-22,SKU0003,2208.0,0.0,14,1052.0
2025-09-29,SKU0003,1946.0,0.0,14,1052.0
2025-10-06,SKU0003,1663.0,0.0,14,1052.0
2025-10-13,SKU0003,1410.0,0.0,14,1052.0
2025-10-20,SKU0003,1099.0,0.0,14,1052.0
2025-10-27,SKU0003,699.0,1279.0,14,1052.0
2025-11-03,SKU0003,326.0,0.0,14,1052.0
2025-11-10,SKU0003,0.0,0.0,14,1052.0
2025-11-17,SKU0003,0.0,0.0,14,1052.0
2025-11-24,SKU0003,0.0,0.0,14,1052.0
2025-12-01,SKU0003,0.0,2007.0,14,1052.0
2025-12-08,SKU0003,0.0,0.0,14,1052.0
2025-12-15,SKU0003,0.0,1429.0,14,1052.0
2025-12-22,SKU0003,0.0,0.0,14,1052.0
2024-07-01,SKU0004,605.0,0.0,10,312.0
2024-07-08,SKU0004,483.0,0.0,10,312.0
2024-07-15,SKU0004,370.0,0.0,10,312.0
2024-07-22,SKU0004,845.0,584.0,10,312.0
2024-07-29,SKU0004,697.0,0.0,10,312.0
2024-08-05,SKU0004,590.0,0.0,10,312.0
2024-08-12,SKU0004,489.0,0.0,10,312.0
2024-08-19,SKU0004,371.0,0.0,10,312.0
2024-08-26,SKU0004,275.0,0.0,10,312.0
2024-09-02,SKU0004,174.0,623.0,10,312.0
2024-09-09,SKU0004,78.0,478.0,10,312.0
2024-09-16,SKU0004,0.0,446.0,10,312.0
2024-09-23,SKU0004,387.0,387.0,10,312.0
2024-09-30,SKU0004,291.0,0.0,10,312.0
2024-10-07,SKU0004,189.0,378.0,10,312.0
2024-10-14,SKU0004,97.0,619.0,10,312.0
2024-10-21,SKU0004,0.0,599.0,10,312.0
2024-10-28,SKU0004,0.0,0.0,10,312.0
2024-11-04,SKU0004,0.0,598.0,10,312.0
2024-11-11,SKU0004,0.0,533.0,10,312.0
2024-11-18,SKU0004,0.0,564.0,10,312.0
2024-11-25,SKU0004,0.0,458.0,10,312.0
2024-12-02,SKU0004,0.0,534.0,10,312.0
2024-12-09,SKU0004,0.0,568.0,10,312.0
2024-12-16,SKU0004,470.0,470.0,10,312.0
2024-12-23,SKU0004,287.0,0.0,10,312.0
2024-12-30,SKU0004,151.0,524.0,10,312.0
2025-01-06,SKU0004,9.0,0.0,10,312.0
2025-01-13,SKU0004,0.0,0.0,10,312.0
2025-01-20,SKU0004,0.0,492.0,10,312.0
2025-01-27,SKU0004,619.0,619.0,10,312.0
2025-02-03,SKU0004,386.0,0.0,10,312.0
2025-02-10,SKU0004,166.0,486.0,10,312.0
2025-02-17,SKU0004,0.0,0.0,10,312.0
2025-02-24,SKU0004,0.0,489.0,10,312.0
2025-03-03,SKU0004,0.0,485.0,10,312.0
2025-03-10,SKU0004,0.0,495.0,10,312.0
2025-03-17,SKU0004,0.0,0.0,10,312.0
2025-03-24,SKU0004,0.0,0.0,10,312.0
2025-03-31,SKU0004,480.0,480.0,10,312.0
2025-04-07,SKU0004,232.0,,10,312.0
2025-04-14,SKU0004,508.0,498.0,10,312.0
2025-04-21,SKU0004,259.0,0.0,10,312.0
2025-04-28,SKU0004,70.0,605.0,10,312.0
2025-05-05,SKU0004,0.0,552.0,10,312.0
2025-05-12,SKU0004,0.0,430.0,10,312.0
2025-05-19,SKU0004,0.0,496.0,10,312.0
2025-05-26,SKU0004,467.0,467.0,10,312.0
2025-06-02,SKU0004,254.0,0.0,10,312.0
2025-06-09,SKU0004,0.0,608.0,10,312.0
2025-06-16,SKU0004,0.0,0.0,10,312.0
2025-06-23,SKU0004,0.0,0.0,10,312.0
2025-06-30,SKU0004,0.0,612.0,10,312.0
2025-07-07,SKU0004,0.0,0.0,10,312.0
2025-07-14,SKU0004,0.0,0.0,10,312.0
2025-07-21,SKU0004,0.0,0.0,10,312.0
2025-07-28,SKU0004,0.0,0.0,10,312.0
2025-08-04,SKU0004,0.0,592.0,10,312.0
2025-08-11,SKU0004,0.0,0.0,10,312.0
2025-08-18,SKU0004,0.0,0.0,10,312.0
2025-08-25,SKU0004,0.0,0.0,10,312.0
2025-09-01,SKU0004,0.0,0.0,10,312.0
2025-09-08,SKU0004,0.0,0.0,10,312.0
2025-09-15,SKU0004,0.0,0.0,10,312.0
2025-09-22,SKU0004,395.0,395.0,10,312.0
2025-09-29,SKU0004,276.0,589.0,10,312.0
2025-10-06,SKU0004,148.0,0.0,10,312.0
2025-10-13,SKU0004,16.0,0.0,10,312.0
2025-10-20,SKU0004,0.0,0.0,10,312.0
2025-10-27,SKU0004,0.0,0.0,10,312.0
2025-11-03,SKU0004,0.0,0.0,10,312.0
2025-11-10,SKU0004,549.0,549.0,10,312.0
2025-11-17,SKU0004,378.0,0.0,10,312.0
2025-11-24,SKU0004,742.0,523.0,10,312.0
2025-12-01,SKU0004,531.0,0.0,10,312.0
2025-12-08,SKU0004,352.0,0.0,10,312.0
2025-12-15,SKU0004,131.0,378.0,10,312.0
2025-12-22,SKU0004,0.0,0.0,10,312.0
2024-01-22,SKU0005,103.0,269.0,7,138.0
2024-01-29,SKU0005,0.0,174.0,7,138.0
2024-02-05,SKU0005,0.0,0.0,7,138.0
2024-02-12,SKU0005,0.0,0.0,7,138.0
2024-02-19,SKU0005,239.0,239.0,7,138.0
2024-02-26,SKU0005,79.0,266.0,7,138.0
2024-03-04,SKU0005,0.0,213.0,7,138.0
2024-03-11,SKU0005,0.0,200.0,7,138.0
2024-03-18,SKU0005,0.0,233.0,7,138.0
2024-03-25,SKU0005,0.0,0.0,7,138.0
2024-04-01,SKU0005,0.0,171.0,7,138.0
2024-04-08,SKU0005,179.0,179.0,7,138.0
2024-04-15,SKU0005,326.0,275.0,7,138.0
2024-04-22,SKU0005,190.0,0.0,7,138.0
2024-04-29,SKU0005,46.0,0.0,7,138.0
2024-05-06,SKU0005,0.0,260.0,7,138.0
2024-05-13,SKU0005,0.0,208.0,7,138.0
2024-05-20,SKU0005,0.0,229.0,7,138.0
2024-05-27,SKU0005,196.0,196.0,7,138.0
2024-06-03,SKU0005,70.0,0.0,7,138.0
2024-06-10,SKU0005,0.0,240.0,7,138.0
2024-06-17,SKU0005,191.0,191.0,7,138.0
2024-06-24,SKU0005,32.0,0.0,7,138.0
2024-07-01,SKU0005,0.0,0.0,7,138.0
2024-07-08,SKU0005,0.0,0.0,7,138.0
2024-07-15,SKU0005,0.0,201.0,7,138.0
2024-07-22,SKU0005,0.0,0.0,7,138.0
2024-07-29,SKU0005,0.0,0.0,7,138.0
2024-08-05,SKU0005,0.0,204.0,7,138.0
2024-08-12,SKU0005,0.0,250.0,7,138.0
2024-08-19,SKU0005,0.0,0.0,7,138.0
2024-08-26,SKU0005,0.0,177.0,7,138.0
2024-09-02,SKU0005,0.0,251.0,7,138.0
2024-09-09,SKU0005,0.0,210.0,7,138.0
2024-09-16,SKU0005,0.0,166.0,7,138.0
2024-09-23,SKU0005,0.0,264.0,7,138.0
2024-09-30,SKU0005,0.0,0.0,7,138.0
2024-10-07,SKU0005,0.0,187.0,7,138.0
2024-10-14,SKU0005,0.0,185.0,7,138.0
2024-10-21,SKU0005,0.0,253.0,7,138.0
2024-10-28,SKU0005,264.0,264.0,7,138.0
2024-11-04,SKU0005,190.0,0.0,7,138.0
2024-11-11,SKU0005,123.0,0.0,7,138.0
2024-11-18,SKU0005,57.0,0.0,7,138.0
2024-11-25,SKU0005,0.0,256.0,7,138.0
2024-12-02,SKU0005,0.0,238.0,7,138.0
2024-12-09,SKU0005,0.0,209.0,7,138.0
2024-12-16,SKU0005,166.0,166.0,7,138.0
2024-12-23,SKU0005,58.0,0.0,7,138.0
2024-12-30,SKU0005,0.0,0.0,7,138.0
2025-01-06,SKU0005,0.0,0.0,7,138.0
2025-01-13,SKU0005,275.0,,7,138.0
2025-01-20,SKU0005,156.0,0.0,7,138.0
2025-01-27,SKU0005,29.0,0.0,7,138.0
2025-02-03,SKU0005,0.0,235.0,7,138.0
2025-02-10,SKU0005,0.0,0.0,7,138.0
2025-02-17,SKU0005,0.0,0.0,7,138.0
2025-02-24,SKU0005,242.0,242.0,7,138.0
2025-03-03,SKU0005,138.0,0.0,7,138.0
2025-03-10,SKU0005,14.0,0.0,7,138.0
2025-03-17,SKU0005,0.0,271.0,7,138.0
2025-03-24,SKU0005,226.0,226.0,7,138.0
2025-03-31,SKU0005,75.0,242.0,7,138.0
2025-04-07,SKU0005,0.0,260.0,7,138.0
2025-04-14,SKU0005,197.0,197.0,7,138.0
2025-04-21,SKU0005,295.0,208.0,7,138.0
2025-04-28,SKU0005,161.0,0.0,7,138.0
2025-05-05,SKU0005,51.0,0.0,7,138.0
2025-05-12,SKU0005,0.0,0.0,7,138.0
2025-05-19,SKU0005,0.0,0.0,7,138.0
2025-05-26,SKU0005,0.0,259.0,7,138.0
2025-06-02,SKU0005,264.0,264.0,7,138.0
2025-06-09,SKU0005,105.0,0.0,7,138.0
2025-06-16,SKU0005,0.0,238.0,7,138.0
2025-06-23,SKU0005,0.0,190.0,7,138.0
2025-06-30,SKU0005,0.0,259.0,7,138.0
2025-07-07,SKU0005,0.0,0.0,7,138.0
2025-07-14,SKU0005,0.0,175.0,7,138.0
2025-07-21,SKU0005,0.0,245.0,7,138.0
2025-07-28,SKU0005,0.0,222.0,7,138.0
2025-08-04,SKU0005,0.0,0.0,7,138.0
2025-08-11,SKU0005,0.0,261.0,7,138.0
2025-08-18,SKU0005,0.0,189.0,7,138.0
2025-08-25,SKU0005,0.0,0.0,7,138.0
2025-09-01,SKU0005,250.0,250.0,7,138.0
2025-09-08,SKU0005,195.0,0.0,7,138.0
2025-09-15,SKU0005,138.0,0.0,7,138.0
2025-09-22,SKU0005,75.0,0.0,7,138.0
2025-09-29,SKU0005,12.0,0.0,7,138.0
2025-10-06,SKU0005,0.0,234.0,7,138.0
2025-10-13,SKU0005,0.0,216.0,7,138.0
2025-10-20,SKU0005,0.0,215.0,7,138.0
2025-10-27,SKU0005,0.0,0.0,7,138.0
2025-11-03,SKU0005,0.0,0.0,7,138.0
2025-11-10,SKU0005,0.0,0.0,7,138.0
2025-11-17,SKU0005,259.0,259.0,7,138.0
2025-11-24,SKU0005,198.0,0.0,7,138.0
2025-12-01,SKU0005,119.0,0.0,7,138.0
2025-12-08,SKU0005,249.0,211.0,7,138.0
2025-12-15,SKU0005,171.0,0.0,7,138.0
2025-12-22,SKU0005,85.0,275.0,7,138.0
2024-04-08,SKU0006,114.0,0.0,21,384.0
2024-04-15,SKU0006,0.0,0.0,21,384.0
2024-04-22,SKU0006,0.0,647.0,21,384.0
2024-04-29,SKU0006,0.0,0.0,21,384.0
2024-05-06,SKU0006,0.0,585.0,21,384.0
2024-05-13,SKU0006,0.0,713.0,21,384.0
2024-05-20,SKU0006,0.0,,21,384.0
2024-05-27,SKU0006,0.0,0.0,21,384.0
2024-06-03,SKU0006,0.0,618.0,21,384.0
2024-06-10,SKU0006,610.0,610.0,21,384.0
2024-06-17,SKU0006,468.0,0.0,21,384.0
2024-06-24,SKU0006,354.0,0.0,21,384.0
2024-07-01,SKU0006,255.0,487.0,21,384.0
2024-07-08,SKU0006,171.0,0.0,21,384.0
2024-07-15,SKU0006,82.0,616.0,21,384.0
2024-07-22,SKU0006,707.0,707.0,21,384.0
2024-07-29,SKU0006,625.0,0.0,21,384.0
2024-08-05,SKU0006,548.0,0.0,21,384.0
2024-08-12,SKU0006,460.0,0.0,21,384.0
2024-08-19,SKU0006,390.0,0.0,21,384.0
2024-08-26,SKU0006,302.0,683.0,21,384.0
2024-09-02,SKU0006,239.0,715.0,21,384.0
2024-09-09,SKU0006,775.0,605.0,21,384.0
2024-09-16,SKU0006,700.0,0.0,21,384.0
2024-09-23,SKU0006,643.0,0.0,21,384.0
2024-09-30,SKU0006,580.0,,21,384.0
2024-10-07,SKU0006,518.0,0.0,21,384.0
2024-10-14,SKU0006,460.0,0.0,21,384.0
2024-10-21,SKU0006,1137.0,755.0,21,384.0
2024-10-28,SKU0006,1059.0,0.0,21,384.0
2024-11-04,SKU0006,983.0,0.0,21,384.0
2024-11-11,SKU0006,905.0,0.0,21,384.0
2024-11-18,SKU0006,832.0,0.0,21,384.0
2024-11-25,SKU0006,767.0,0.0,21,384.0
2024-12-02,SKU0006,672.0,0.0,21,384.0
2024-12-09,SKU0006,572.0,0.0,21,384.0
2024-12-16,SKU0006,460.0,0.0,21,384.0
2024-12-23,SKU0006,351.0,0.0,21,384.0
2024-12-30,SKU0006,271.0,475.0,21,384.0
2025-01-06,SKU0006,183.0,0.0,21,384.0
2025-01-13,SKU0006,96.0,0.0,21,384.0
2025-01-20,SKU0006,0.0,0.0,21,384.0
2025-01-27,SKU0006,0.0,701.0,21,384.0
2025-02-03,SKU0006,0.0,0.0,21,384.0
2025-02-10,SKU0006,644.0,644.0,21,384.0
2025-02-17,SKU0006,529.0,0.0,21,384.0
2025-02-24,SKU0006,393.0,0.0,21,384.0
2025-03-03,SKU0006,257.0,,21,384.0
2025-03-10,SKU0006,719.0,574.0,21,384.0
2025-03-17,SKU0006,616.0,0.0,21,384.0
2025-03-24,SKU0006,513.0,0.0,21,384.0
2025-03-31,SKU0006,413.0,0.0,21,384.0
2025-04-07,SKU0006,317.0,613.0,21,384.0
2025-04-14,SKU0006,214.0,0.0,21,384.0
2025-04-21,SKU0006,95.0,0.0,21,384.0
2025-04-28,SKU0006,0.0,727.0,21,384.0
2025-05-05,SKU0006,0.0,588.0,21,384.0
2025-05-12,SKU0006,707.0,707.0,21,384.0
2025-05-19,SKU0006,604.0,0.0,21,384.0
2025-05-26,SKU0006,491.0,0.0,21,384.0
2025-06-02,SKU0006,382.0,0.0,21,384.0
2025-06-09,SKU0006,246.0,727.0,21,384.0
2025-06-16,SKU0006,110.0,0.0,21,384.0
2025-06-23,SKU0006,0.0,712.0,21,384.0
2025-06-30,SKU0006,0.0,743.0,21,384.0
2025-07-07,SKU0006,0.0,664.0,21,384.0
2025-07-14,SKU0006,723.0,723.0,21,384.0
2025-07-21,SKU0006,621.0,,21,384.0
2025-07-28,SKU0006,540.0,0.0,21,384.0
2025-08-04,SKU0006,454.0,0.0,21,384.0
2025-08-11,SKU0006,1012.0,644.0,21,384.0
2025-08-18,SKU0006,946.0,0.0,21,384.0
2025-08-25,SKU0006,853.0,0.0,21,384.0
2025-09-01,SKU0006,765.0,0.0,21,384.0
2025-09-08,SKU0006,689.0,0.0,21,384.0
2025-09-15,SKU0006,626.0,0.0,21,384.0
2025-09-22,SKU0006,553.0,0.0,21,384.0
2025-09-29,SKU0006,485.0,0.0,21,384.0
2025-10-06,SKU0006,412.0,0.0,21,384.0
2025-10-13,SKU0006,340.0,0.0,21,384.0
2025-10-20,SKU0006,279.0,0.0,21,384.0
2025-10-27,SKU0006,891.0,679.0,21,384.0
2025-11-03,SKU0006,806.0,0.0,21,384.0
2025-11-10,SKU0006,714.0,0.0,21,384.0
2025-11-17,SKU0006,634.0,0.0,21,384.0
2025-11-24,SKU0006,564.0,0.0,21,384.0
2025-12-01,SKU0006,472.0,0.0,21,384.0
2025-12-08,SKU0006,367.0,728.0,21,384.0
2025-12-15,SKU0006,271.0,0.0,21,384.0
2025-12-22,SKU0006,167.0,654.0,21,384.0
2025-02-24,SKU0007,234.0,0.0,21,395.0
2025-03-03,SKU0007,103.0,737.0,21,395.0
2025-03-10,SKU0007,0.0,0.0,21,395.0
2025-03-17,SKU0007,485.0,485.0,21,395.0
2025-03-24,SKU0007,379.0,682.0,21,395.0
2025-03-31,SKU0007,235.0,651.0,21,395.0
2025-04-07,SKU0007,124.0,566.0,21,395.0
2025-04-14,SKU0007,1.0,496.0,21,395.0
2025-04-21,SKU0007,0.0,576.0,21,395.0
2025-04-28,SKU0007,0.0,765.0,21,395.0
