sku_id,week_start,category,subcategory,units_sold,revenue,avg_price,promo_days,holiday_days,on_hand_units,on_order_units,lead_time_days,reorder_point,unit_cost,list_price
SKU0001,2025-01-20,Small Appliances,Climate,288,2193812.58,7732.578571428572,3,1,0.0,1413.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-01-27,Small Appliances,Climate,247,2092692.68,8472.44,0,0,0.0,1127.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-02-03,Small Appliances,Climate,263,2228251.72,8472.44,0,0,1272.0,1272.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-02-10,Small Appliances,Climate,267,2262141.4800000004,8472.44,0,0,1015.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-02-17,Small Appliances,Climate,261,2211306.8400000003,8472.44,0,0,1831.0,1078.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-02-24,Small Appliances,Climate,270,2287558.8000000003,8472.44,0,0,1590.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-03-03,Small Appliances,Climate,244,2067275.36,8472.44,0,0,1344.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-03-10,Small Appliances,Climate,266,2253669.04,8472.44,0,0,1045.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-03-17,Small Appliances,Climate,291,2465480.04,8472.44,0,0,2044.0,1292.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-03-24,Small Appliances,Climate,242,2050330.48,8472.44,0,0,1764.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-03-31,Small Appliances,Climate,254,2151999.76,8472.44,0,0,1490.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-04-07,Small Appliances,Climate,241,2041858.04,8472.44,0,0,1190.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-04-14,Small Appliances,Climate,253,2143527.3200000003,8472.44,0,0,894.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-04-21,Small Appliances,Climate,269,2279086.3600000003,8472.44,0,0,616.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-04-28,Small Appliances,Climate,286,2423117.8400000003,8472.44,0,0,366.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-05-05,Small Appliances,Climate,260,2202834.4,8472.44,0,0,103.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-05-12,Small Appliances,Climate,225,1906299.0,8472.44,0,0,0.0,1161.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-05-19,Small Appliances,Climate,223,1889354.12,8472.44,0,0,0.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-05-26,Small Appliances,Climate,240,1975546.84,8229.42,1,0,0.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-06-02,Small Appliances,Climate,406,2889031.71,7059.117142857142,7,0,0.0,1224.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-06-09,Small Appliances,Climate,206,1745322.64,8472.44,0,0,0.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-06-16,Small Appliances,Climate,211,1787684.84,8472.44,0,0,975.0,975.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-06-23,Small Appliances,Climate,198,1677543.12,8472.44,0,0,678.0,1175.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-06-30,Small Appliances,Climate,208,1762267.52,8472.44,0,0,434.0,1130.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-07-07,Small Appliances,Climate,232,1965606.08,8472.44,0,0,221.0,1186.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-07-14,Small Appliances,Climate,168,1423369.9200000002,8472.44,0,0,0.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-07-21,Small Appliances,Climate,178,1508094.32,8472.44,0,0,977.0,977.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-07-28,Small Appliances,Climate,197,1669070.6800000002,8472.44,0,0,1923.0,1154.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-08-04,Small Appliances,Climate,192,1626708.48,8472.44,0,0,1758.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-08-11,Small Appliances,Climate,159,1347117.96,8472.44,0,1,1583.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-08-18,Small Appliances,Climate,160,1355590.4,8472.44,0,0,1380.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-08-25,Small Appliances,Climate,155,1313228.2000000002,8472.44,0,0,1221.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-09-01,Small Appliances,Climate,154,1304755.7600000002,8472.44,0,0,1055.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-09-08,Small Appliances,Climate,143,1211558.9200000002,8472.44,0,0,896.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-09-15,Small Appliances,Climate,142,1203086.48,8472.44,0,0,727.0,1322.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-09-22,Small Appliances,Climate,162,1372535.28,8472.44,0,0,1946.0,1368.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-09-29,Small Appliances,Climate,147,1245448.6800000002,8472.44,0,1,1821.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-10-06,Small Appliances,Climate,143,1211558.92,8472.44,0,0,1683.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-10-13,Small Appliances,Climate,134,1135306.96,8472.44,0,0,1543.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-10-20,Small Appliances,Climate,266,1855051.35,6964.238571428571,7,0,1404.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-10-27,Small Appliances,Climate,163,1295380.57,8055.519999999999,3,0,1215.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-11-03,Small Appliances,Climate,145,1228503.8,8472.44,0,0,1016.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-11-10,Small Appliances,Climate,184,1558928.9600000002,8472.44,0,1,831.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-11-17,Small Appliances,Climate,164,1389480.16,8472.44,0,0,670.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-11-24,Small Appliances,Climate,260,1838582.4,7211.947142857142,6,0,491.0,1219.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-12-01,Small Appliances,Climate,182,1541984.08,8472.44,0,0,291.0,0.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-12-08,Small Appliances,Climate,158,1338645.52,8472.44,0,0,87.0,1064.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-12-15,Small Appliances,Climate,208,1762267.52,8472.44,0,0,0.0,1503.0,21.0,771.0,3476.81,8472.44
SKU0001,2025-12-22,Small Appliances,Climate,240,2033385.6,8472.44,0,1,0.0,0.0,21.0,771.0,3476.81,8472.44
SKU0002,2024-08-12,Furniture,Storage,113,512401.89,4534.53,0,1,,,,,1671.95,4534.53
SKU0002,2024-08-19,Furniture,Storage,108,489729.24,4534.53,0,0,217.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2024-08-26,Furniture,Storage,125,566816.25,4534.53,0,0,94.0,494.0,10.0,311.0,1671.95,4534.53
SKU0002,2024-09-02,Furniture,Storage,124,562281.72,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2024-09-09,Furniture,Storage,107,485194.71,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2024-09-16,Furniture,Storage,127,575885.3099999999,4534.53,0,0,461.0,461.0,10.0,311.0,1671.95,4534.53
SKU0002,2024-09-23,Furniture,Storage,104,471591.12,4534.53,0,0,350.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2024-09-30,Furniture,Storage,110,498798.3,4534.53,0,1,240.0,421.0,10.0,311.0,1671.95,4534.53
SKU0002,2024-10-07,Furniture,Storage,109,494263.77,4534.53,0,0,142.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2024-10-14,Furniture,Storage,163,712536.63,4461.475714285714,1,0,38.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2024-10-21,Furniture,Storage,218,817755.75,3749.428571428572,7,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2024-10-28,Furniture,Storage,158,661845.48,4323.75,2,0,0.0,397.0,10.0,311.0,1671.95,4534.53
SKU0002,2024-11-04,Furniture,Storage,127,575885.3099999999,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2024-11-11,Furniture,Storage,92,417176.76,4534.53,0,1,0.0,373.0,10.0,311.0,1671.95,4534.53
SKU0002,2024-11-18,Furniture,Storage,127,575885.3099999999,4534.53,0,0,0.0,495.0,10.0,311.0,1671.95,4534.53
SKU0002,2024-11-25,Furniture,Storage,233,896411.53,3863.827142857143,6,0,0.0,444.0,10.0,311.0,1671.95,4534.53
SKU0002,2024-12-02,Furniture,Storage,126,571350.78,4534.53,0,0,0.0,417.0,10.0,311.0,1671.95,4534.53
SKU0002,2024-12-09,Furniture,Storage,152,689248.5599999999,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2024-12-16,Furniture,Storage,135,612161.5499999999,4534.53,0,0,0.0,621.0,10.0,311.0,1671.95,4534.53
SKU0002,2024-12-23,Furniture,Storage,183,829818.99,4534.53,0,1,556.0,556.0,10.0,311.0,1671.95,4534.53
SKU0002,2024-12-30,Furniture,Storage,171,775404.6299999999,4534.53,0,1,421.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-01-06,Furniture,Storage,173,784473.69,4534.53,0,0,292.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-01-13,Furniture,Storage,330,1294449.52,4044.614285714285,5,0,134.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-01-20,Furniture,Storage,312,1293783.86,4266.118571428571,3,1,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-01-27,Furniture,Storage,200,906906.0,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-02-03,Furniture,Storage,222,1006665.66,4534.53,0,0,513.0,513.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-02-10,Furniture,Storage,165,748197.45,4534.53,0,0,263.0,531.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-02-17,Furniture,Storage,221,1002131.13,4534.53,0,0,50.0,523.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-02-24,Furniture,Storage,199,902371.47,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-03-03,Furniture,Storage,216,979458.48,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-03-10,Furniture,Storage,228,1033872.84,4534.53,0,0,0.0,405.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-03-17,Furniture,Storage,211,956785.83,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-03-24,Furniture,Storage,198,897836.94,4534.53,0,0,0.0,535.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-03-31,Furniture,Storage,257,1165374.21,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-04-07,Furniture,Storage,199,902371.47,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-04-14,Furniture,Storage,224,1015734.72,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-04-21,Furniture,Storage,252,1142701.56,4534.53,0,0,519.0,519.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-04-28,Furniture,Storage,235,1065614.5499999998,4534.53,0,0,320.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-05-05,Furniture,Storage,191,866095.23,4534.53,0,0,126.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-05-12,Furniture,Storage,178,807146.34,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-05-19,Furniture,Storage,192,870629.76,4534.53,0,0,0.0,493.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-05-26,Furniture,Storage,258,1106514.24,4413.778571428571,1,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-06-02,Furniture,Storage,437,1632769.72,3729.118571428571,7,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-06-09,Furniture,Storage,182,825284.46,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-06-16,Furniture,Storage,176,798077.2799999999,4534.53,0,0,484.0,484.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-06-23,Furniture,Storage,182,825284.46,4534.53,0,0,230.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-06-30,Furniture,Storage,185,838888.0499999999,4534.53,0,0,13.0,472.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-07-07,Furniture,Storage,165,748197.45,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-07-14,Furniture,Storage,169,766335.57,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-07-21,Furniture,Storage,168,761801.04,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-07-28,Furniture,Storage,113,512401.89,4534.53,0,0,0.0,408.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-08-04,Furniture,Storage,131,594023.4299999999,4534.53,0,0,0.0,397.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-08-11,Furniture,Storage,121,548678.13,4534.53,0,1,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-08-18,Furniture,Storage,103,467056.59,4534.53,0,0,547.0,547.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-08-25,Furniture,Storage,124,562281.72,4534.53,0,0,429.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-09-01,Furniture,Storage,138,625765.14,4534.53,0,0,304.0,601.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-09-08,Furniture,Storage,108,489729.24,4534.53,0,0,173.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-09-15,Furniture,Storage,97,439849.41,4534.53,0,0,39.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-09-22,Furniture,Storage,105,476125.65,4534.53,0,0,0.0,523.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-09-29,Furniture,Storage,124,562281.72,4534.53,0,1,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-10-06,Furniture,Storage,115,521470.95,4534.53,0,0,0.0,555.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-10-13,Furniture,Storage,122,553212.6599999999,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-10-20,Furniture,Storage,249,926369.31,3728.9185714285713,7,0,511.0,511.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-10-27,Furniture,Storage,147,584012.57,4147.262857142857,3,0,358.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-11-03,Furniture,Storage,113,512401.89,4534.53,0,0,215.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-11-10,Furniture,Storage,110,498798.3,4534.53,0,1,52.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-11-17,Furniture,Storage,132,598557.96,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-11-24,Furniture,Storage,269,1040179.93,3910.7242857142855,6,0,0.0,516.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-12-01,Furniture,Storage,116,526005.48,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-12-08,Furniture,Storage,143,648437.7899999999,4534.53,0,0,0.0,0.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-12-15,Furniture,Storage,148,671110.44,4534.53,0,0,0.0,433.0,10.0,311.0,1671.95,4534.53
SKU0002,2025-12-22,Furniture,Storage,145,657506.85,4534.53,0,1,549.0,549.0,10.0,311.0,1671.95,4534.53
SKU0003,2024-04-22,Decor,Rugs,360,1419570.0,3943.25,0,0,,,,,2351.96,3943.25
SKU0003,2024-04-29,Decor,Rugs,438,1727143.5,3943.25,0,0,450.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-05-06,Decor,Rugs,432,1703484.0,3943.25,0,0,0.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-05-13,Decor,Rugs,402,1585186.5,3943.25,0,0,0.0,1544.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-05-20,Decor,Rugs,418,1648278.5,3943.25,0,0,1854.0,1854.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-05-27,Decor,Rugs,540,1920165.03,3728.0642857142857,2,0,1447.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-06-03,Decor,Rugs,773,2562789.62,3360.441428571429,6,0,985.0,1958.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-06-10,Decor,Rugs,308,1214521.0,3943.25,0,0,2390.0,1923.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-06-17,Decor,Rugs,378,1490548.5,3943.25,0,0,1962.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-06-24,Decor,Rugs,339,1336761.75,3943.25,0,0,1517.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-07-01,Decor,Rugs,410,1616732.5,3943.25,0,0,1093.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-07-08,Decor,Rugs,293,1155372.25,3943.25,0,0,741.0,2022.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-07-15,Decor,Rugs,320,1261840.0,3943.25,0,0,2425.0,1985.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-07-22,Decor,Rugs,331,1305215.75,3943.25,0,0,2096.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-07-29,Decor,Rugs,295,1163258.75,3943.25,0,0,1780.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-08-05,Decor,Rugs,280,1104110.0,3943.25,0,0,1437.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-08-12,Decor,Rugs,250,985812.5,3943.25,0,1,1166.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-08-19,Decor,Rugs,192,757104.0,3943.25,0,0,867.0,2020.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-08-26,Decor,Rugs,206,812309.5,3943.25,0,0,590.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-09-02,Decor,Rugs,222,875401.5,3943.25,0,0,347.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-09-09,Decor,Rugs,224,883288.0,3943.25,0,0,120.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-09-16,Decor,Rugs,244,962153.0,3943.25,0,0,0.0,1869.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-09-23,Decor,Rugs,227,895117.75,3943.25,0,0,0.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-09-30,Decor,Rugs,234,922720.5,3943.25,0,1,0.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-10-07,Decor,Rugs,248,977926.0,3943.25,0,0,0.0,1266.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-10-14,Decor,Rugs,332,1259859.23,3864.117142857143,1,0,0.0,1679.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-10-21,Decor,Rugs,647,2113450.51,3273.7085714285718,7,0,1650.0,1650.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-10-28,Decor,Rugs,381,1409219.32,3792.312857142857,2,0,1333.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-11-04,Decor,Rugs,231,910890.75,3943.25,0,0,939.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-11-11,Decor,Rugs,330,1301272.5,3943.25,0,1,535.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-11-18,Decor,Rugs,260,1025245.0,3943.25,0,0,2002.0,1798.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-11-25,Decor,Rugs,621,2040089.76,3310.828571428571,6,0,1744.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-12-02,Decor,Rugs,322,1269726.5,3943.25,0,0,1347.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-12-09,Decor,Rugs,354,1395910.5,3943.25,0,0,959.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-12-16,Decor,Rugs,306,1206634.5,3943.25,0,0,1873.0,1345.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-12-23,Decor,Rugs,367,1447172.75,3943.25,0,1,1471.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2024-12-30,Decor,Rugs,353,1391967.25,3943.25,0,1,1091.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-01-06,Decor,Rugs,420,1656165.0,3943.25,0,0,697.0,1690.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-01-13,Decor,Rugs,885,2904371.87,3404.5157142857142,5,0,333.0,1954.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-01-20,Decor,Rugs,770,2783958.8600000003,3660.3514285714286,3,1,0.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-01-27,Decor,Rugs,396,1561527.0,3943.25,0,0,0.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-02-03,Decor,Rugs,501,1975568.25,3943.25,0,0,0.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-02-10,Decor,Rugs,506,1995284.5,3943.25,0,0,0.0,1488.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-02-17,Decor,Rugs,469,1849384.25,3943.25,0,0,0.0,2051.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-02-24,Decor,Rugs,421,1660108.25,3943.25,0,0,1566.0,1566.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-03-03,Decor,Rugs,472,1861214.0,3943.25,0,0,1060.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-03-10,Decor,Rugs,545,2149071.25,3943.25,0,0,634.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-03-17,Decor,Rugs,474,1869100.5,3943.25,0,0,202.0,1655.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-03-24,Decor,Rugs,427,1683767.75,3943.25,0,0,1639.0,1639.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-03-31,Decor,Rugs,516,2034717.0,3943.25,0,0,1180.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-04-07,Decor,Rugs,537,2117525.25,3943.25,0,0,678.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-04-14,Decor,Rugs,619,2440871.75,3943.25,0,0,1499.0,1362.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-04-21,Decor,Rugs,461,1817838.25,3943.25,0,0,889.0,1975.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-04-28,Decor,Rugs,487,1920362.75,3943.25,0,0,406.0,1871.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-05-05,Decor,Rugs,557,2196390.25,3943.25,0,0,0.0,1522.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-05-12,Decor,Rugs,493,1944022.25,3943.25,0,0,0.0,1641.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-05-19,Decor,Rugs,506,1995284.5,3943.25,0,0,1869.0,1869.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-05-26,Decor,Rugs,599,2196541.37,3828.502857142857,1,0,1343.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-06-02,Decor,Rugs,1162,3733920.46,3234.16,7,0,852.0,1510.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-06-09,Decor,Rugs,459,1809951.75,3943.25,0,0,57.0,0.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-06-16,Decor,Rugs,370,1459002.5,3943.25,0,0,0.0,2042.0,14.0,1052.0,2351.96,3943.25
SKU0003,2025-06-23,Decor,Rugs,438,1727143.5,3943.25,0,0,1323.0,0.0,14.0,1052.0,2351.96,3943.25
