sku_id,category,subcategory,on_hand_units,on_order_units,lead_time_days,reorder_point,unit_cost,list_price,forecast_horizon_demand,forecast_horizon_upper,avg_weekly_forecast,lead_time_weeks,lead_time_demand,available_stock,stockout_gap,stockout_risk,overstock_excess,overstock_risk,quadrant,recommended_action,sales_at_risk_inr,capital_locked_inr,revenue_at_stake_inr
SKU0015,Furniture,Storage,101.0,0.0,21.0,894.0,863.55,2103.25,1663.4865544539741,1789.4738953608933,277.2477590756624,3.0,956.5047688110352,101.0,855.5047688110352,0.8944072175138802,-2116.982072605299,0.0,Reorder Now,Raise a replenishment order before stock runs out.,1799340.4050018098,0.0,1799340.4050018098
SKU0018,Decor,Lighting,0.0,0.0,21.0,1137.0,656.65,1761.87,1756.299338738326,1882.286679645245,292.71655645638765,3.0,1009.8721197745373,0.0,1009.8721197745373,1.0,-2341.732451651101,0.0,Reorder Now,Raise a replenishment order before stock runs out.,1779263.391667164,0.0,1779263.391667164
SKU0022,Furniture,Seating,0.0,0.0,7.0,372.0,2449.93,4939.66,1854.0019054251159,1979.9892463320348,309.00031757085264,1.0,355.3503652064805,0.0,355.3503652064805,1.0,-2472.002540566821,0.0,Reorder Now,Raise a replenishment order before stock runs out.,1755309.9849958434,0.0,1755309.9849958434
SKU0010,Furniture,Seating,8.0,123.0,10.0,88.0,2773.09,6004.61,1522.1438788587884,1648.1312197657073,253.69064647646474,1.4285714285714286,416.7774906399063,131.0,285.7774906399063,0.6856836011012328,-2021.5251718117179,0.0,Reorder Now,Raise a replenishment order before stock runs out.,1715982.3780712879,0.0,1715982.3780712879
SKU0003,Decor,Rugs,0.0,0.0,14.0,1052.0,2351.96,3943.25,1120.304712593977,1246.2920535008961,186.71745209899618,2.0,429.45013982769115,0.0,429.45013982769115,1.0,-1493.7396167919694,0.0,Reorder Now,Raise a replenishment order before stock runs out.,1693429.2638755431,0.0,1693429.2638755431
SKU0008,Furniture,Storage,67.0,0.0,10.0,487.0,2825.23,4994.17,1414.7213539185932,1540.7086948255123,235.78689231976554,1.4285714285714286,387.3641802396148,67.0,320.3641802396148,0.8270361499130992,-1819.2951385581243,0.0,Reorder Now,Raise a replenishment order before stock runs out.,1599953.178027277,0.0,1599953.178027277
SKU0048,Decor,Lighting,0.0,0.0,7.0,376.0,3383.8,5625.07,1053.3592327548827,1179.3465736618018,175.55987212581377,1.0,201.89385294468582,0.0,201.89385294468582,1.0,-1404.4789770065101,0.0,Reorder Now,Raise a replenishment order before stock runs out.,1135667.0553835637,0.0,1135667.0553835637
SKU0040,Small Appliances,Kitchen,0.0,0.0,14.0,175.0,1160.77,2596.55,1100.1286798536034,1226.1160207605224,183.35477997560056,2.0,421.71599394388124,0.0,421.71599394388124,1.0,-1466.8382398048045,0.0,Reorder Now,Raise a replenishment order before stock runs out.,1095006.6640749848,0.0,1095006.6640749848
SKU0032,Furniture,Seating,3529.0,0.0,21.0,2341.0,867.15,1573.98,1735.2573810248255,1861.2447219317444,289.2095635041376,3.0,997.7729940892746,3529.0,-2531.2270059107254,0.0,1215.3234919668994,0.5252780532400653,Markdown / Clear,Promote or discount to free up capital.,0.0,1053867.7660590967,1053867.7660590967
SKU0031,Furniture,Storage,140.0,0.0,7.0,93.0,3063.12,5865.73,1628.4878937709627,1754.4752346778816,271.41464896182714,1.0,312.1268463061012,140.0,172.12684630610119,0.5514644073175855,-2031.3171916946171,0.0,Reorder Now,Raise a replenishment order before stock runs out.,1009649.6061830869,0.0,1009649.6061830869
SKU0035,Decor,Lighting,0.0,0.0,10.0,766.0,1039.17,2665.42,1377.6830549685642,1503.6703958754833,229.6138424947607,1.4285714285714286,377.22274124139255,0.0,377.22274124139255,1.0,-1836.9107399580855,0.0,Reorder Now,Raise a replenishment order before stock runs out.,1005457.0389596326,0.0,1005457.0389596326
SKU0038,Decor,Lighting,0.0,0.0,14.0,1755.0,819.26,1722.85,1162.2181481659693,1288.2054890728884,193.7030246943282,2.0,445.51695679695484,0.0,445.51695679695484,1.0,-1549.6241975546257,0.0,Reorder Now,Raise a replenishment order before stock runs out.,767558.8890176336,0.0,767558.8890176336
SKU0027,Furniture,Tables,266.0,0.0,14.0,261.0,1151.79,1894.57,1729.9974737539592,1855.984814660878,288.3329122923265,2.0,663.1656982723509,266.0,397.16569827235094,0.5988936088024892,-2040.663298338612,0.0,Reorder Now,Raise a replenishment order before stock runs out.,752458.2169758478,0.0,752458.2169758478
SKU0016,Furniture,Storage,0.0,213.0,10.0,143.0,1638.71,2794.3,1665.9681164448994,1791.9554573518185,277.66135274081654,1.4285714285714286,456.1579366456271,213.0,243.1579366456271,0.5330564638065869,-2221.2908219265323,0.0,Reorder Now,Raise a replenishment order before stock runs out.,679456.2223688759,0.0,679456.2223688759
SKU0043,Furniture,Tables,163.0,0.0,14.0,138.0,840.84,2177.44,1049.5704143380692,1175.5577552449881,174.9284023896782,2.0,402.3353254962599,163.0,239.33532549625988,0.5948653034655907,-1236.4272191174257,0.0,Reorder Now,Raise a replenishment order before stock runs out.,521138.31114857615,0.0,521138.31114857615
SKU0034,Furniture,Seating,0.0,139.0,10.0,71.0,787.74,1900.97,1450.928496199455,1576.915837106374,241.82141603324249,1.4285714285714286,397.2780406260412,139.0,258.2780406260412,0.6501190959838602,-1934.5713282659399,0.0,Reorder Now,Raise a replenishment order before stock runs out.,490978.80688888556,0.0,490978.80688888556
SKU0014,Small Appliances,Kitchen,8.0,0.0,7.0,85.0,384.03,655.95,1559.106460737237,1685.093801644156,259.8510767895395,1.0,298.8287383079704,8.0,290.8287383079704,0.9732288131145028,-2070.808614316316,0.0,Reorder Now,Raise a replenishment order before stock runs out.,190769.11089311322,0.0,190769.11089311322
SKU0047,Furniture,Seating,252.0,218.0,10.0,143.0,2413.56,5067.31,1035.7665573822135,1161.7538982891326,172.62775956370226,1.4285714285714286,283.60274785465367,470.0,-186.39725214534633,0.0,-1129.022076509618,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0013,Furniture,Tables,709.0,0.0,10.0,593.0,2361.02,5998.59,1681.2628678586427,1807.2502087655619,280.2104779764405,1.4285714285714286,460.3457852470093,709.0,-248.6542147529907,0.0,-1532.6838238115238,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0056,Furniture,Tables,298.0,0.0,14.0,489.0,612.62,1668.24,1170.707967553833,1296.695308460752,195.1179945923055,2.0,448.7713875623026,298.0,150.7713875623026,0.3359647957533191,-1262.943956738444,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0050,Small Appliances,Cleaning,0.0,1101.0,10.0,872.0,2283.45,5062.56,1095.0140458246283,1221.0013867315474,182.50234097077137,1.4285714285714286,299.8252744519815,1101.0,-801.1747255480185,0.0,-1460.018727766171,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0024,Small Appliances,Kitchen,104.0,407.0,14.0,313.0,2051.91,3940.43,1689.044048961192,1815.0313898681109,281.507341493532,2.0,647.4668854351236,511.0,136.46688543512357,0.2107704478869408,-2148.058731948256,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0042,Decor,Rugs,0.0,1957.0,10.0,1071.0,1175.65,2933.5,1046.5710644156331,1172.558405322552,174.42851073593886,1.4285714285714286,286.561124780471,1957.0,-1670.438875219529,0.0,-1395.4280858875109,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0046,Furniture,Storage,474.0,0.0,10.0,442.0,3537.52,9273.11,1010.1947639482938,1136.1821048552129,168.3657939913823,1.4285714285714286,276.6009472715566,474.0,-197.3990527284434,0.0,-872.9263519310584,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0044,Small Appliances,Climate,179.0,179.0,7.0,93.0,1353.46,2415.03,988.8292861466116,1114.8166270535307,164.80488102443528,1.0,189.52561317810054,358.0,-168.47438682189946,0.0,-1139.4390481954822,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0037,Decor,Wall Art,371.0,0.0,14.0,364.0,1359.85,3684.88,1245.7006115830063,1371.6879524899255,207.61676859716772,2.0,477.5185677734857,371.0,106.5185677734857,0.22306686056240127,-1289.9341487773418,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0041,Decor,Wall Art,0.0,544.0,14.0,397.0,1684.48,3556.04,1014.0529058792679,1140.0402467861868,169.00881764654466,2.0,388.7202805870527,544.0,-155.27971941294732,0.0,-1352.0705411723573,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0005,Decor,Rugs,85.0,275.0,7.0,138.0,870.87,2107.21,1149.4843778089403,1275.4717187158592,191.58072963482337,1.0,220.31783908004687,360.0,-139.68216091995313,0.0,-1447.645837078587,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0039,Small Appliances,Cleaning,758.0,758.0,10.0,509.0,2029.31,5157.93,1135.7931510082974,1261.7804919152163,189.2988585013829,1.4285714285714286,310.99098182370045,1516.0,-1205.0090181762996,0.0,-756.3908680110633,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0006,Decor,Lighting,167.0,654.0,21.0,384.0,780.71,1694.8,1219.973071175083,1345.960412082002,203.32884519584718,3.0,701.4845159256727,821.0,-119.51548407432733,0.0,-1459.6307615667774,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0007,Decor,Wall Art,571.0,556.0,21.0,395.0,1684.48,5709.22,1288.9214059159706,1414.9087468228895,214.82023431932842,3.0,741.129808401683,1127.0,-385.870191598317,0.0,-1147.5618745546274,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0055,Decor,Wall Art,0.0,443.0,7.0,260.0,1684.48,7558.29,1169.8021181267998,1295.7894590337187,194.96701968779996,1.0,224.21207264096995,443.0,-218.78792735903005,0.0,-1559.7361575023997,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0011,Decor,Rugs,0.0,646.0,14.0,472.0,2369.07,4654.61,1505.0343433055423,1631.0216842124614,250.83905721759038,2.0,576.9298316004579,646.0,-69.07016839954213,0.0,-2006.712457740723,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0058,Decor,Wall Art,1423.0,0.0,10.0,717.0,2579.81,4657.97,1166.636463555697,1292.623804462616,194.43941059261616,1.4285714285714286,319.43617454501225,1423.0,-1103.5638254549876,0.0,-132.51528474092925,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0028,Small Appliances,Climate,0.0,600.0,10.0,376.0,1473.41,4042.27,1701.77556089876,1827.7629018056791,283.6292601497933,1.4285714285714286,465.9623559603747,600.0,-134.03764403962532,0.0,-2269.0340811983465,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0029,Furniture,Storage,0.0,1190.0,14.0,741.0,909.05,1503.47,1841.3947482353399,1967.382089142259,306.89912470588996,2.0,705.8679868235469,1190.0,-484.13201317645314,0.0,-2455.1929976471197,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0019,Furniture,Storage,295.0,295.0,7.0,171.0,954.06,2507.21,1657.75148270183,1783.738823608749,276.29191378363834,1.0,317.73570085118405,590.0,-272.26429914881595,0.0,-1915.3353102691067,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0017,Small Appliances,Climate,335.0,0.0,14.0,292.0,1283.72,3546.93,1677.769494457911,1803.7568353648298,279.62824907631847,2.0,643.1449728755324,335.0,308.1449728755324,0.47912210445772635,-1902.0259926105477,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0030,Small Appliances,Kitchen,0.0,636.0,10.0,358.0,2219.78,4393.2,1737.7369363574924,1863.7242772644115,289.6228227262487,1.4285714285714286,475.8089230502658,636.0,-160.19107694973422,0.0,-2316.98258180999,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0057,Small Appliances,Climate,216.0,314.0,14.0,235.0,3195.71,8162.28,1149.6696841610735,1275.6570250679927,191.6116140268456,2.0,440.7067122617448,530.0,-89.29328773825517,0.0,-1316.8929122147647,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0026,Furniture,Tables,2771.0,0.0,10.0,1312.0,1340.57,3205.71,1872.080256381791,1998.0675972887102,312.0133760636318,1.4285714285714286,512.5934035331094,2771.0,-2258.4065964668907,0.0,274.8929914909454,0.11012868861545373,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0051,Furniture,Storage,0.0,257.0,14.0,134.0,1285.91,2273.13,1115.5746948371918,1241.5620357441107,185.92911580619864,2.0,427.63696635425686,257.0,170.63696635425686,0.39902295587070513,-1487.432926449589,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0045,Furniture,Seating,0.0,1060.0,10.0,714.0,497.51,1148.94,1000.9965927494786,1126.9839336563978,166.83276545824643,1.4285714285714286,274.08240039569057,1060.0,-785.9175996043094,0.0,-1334.6621236659714,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0052,Furniture,Tables,382.0,0.0,14.0,453.0,1655.65,3299.7,1109.5896402067103,1235.5769811136295,184.9316067011184,2.0,425.34269541257225,382.0,43.342695412572255,0.10190064594980495,-1097.4528536089472,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0002,Furniture,Storage,549.0,549.0,10.0,311.0,1671.95,4534.53,1023.7447013717017,1149.7320422786206,170.6241168952836,1.4285714285714286,280.3110491851088,1098.0,-817.6889508148912,0.0,-815.9929351622689,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0053,Furniture,Storage,1994.0,0.0,21.0,1673.0,3690.49,8034.54,1239.5593134282158,1365.546654335135,206.59321890470264,3.0,712.7466052212241,1994.0,-1281.253394778776,0.0,341.2542487623789,0.20647715990607654,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0021,Furniture,Seating,983.0,983.0,10.0,690.0,1520.49,2696.48,1768.621763557943,1894.6091044648622,294.77029392632386,1.4285714285714286,484.2654828789606,1966.0,-1481.7345171210395,0.0,-1375.1623514105909,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0054,Small Appliances,Climate,0.0,521.0,7.0,299.0,3276.25,7336.4,1206.235159346827,1332.2225002537461,201.03919322447118,1.0,231.19507220814182,521.0,-289.8049277918582,0.0,-1608.3135457957694,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0020,Decor,Wall Art,248.0,0.0,10.0,137.0,2461.16,5857.11,1725.7839434351056,1851.7712843420247,287.63065723918425,1.4285714285714286,472.53607975008833,248.0,224.53607975008833,0.4751723505829215,-2053.045257913474,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0060,Small Appliances,Cleaning,1547.0,0.0,21.0,878.0,733.28,1250.43,1083.4844245960703,1209.4717655029895,180.58073743267838,3.0,623.0035441427403,1547.0,-923.9964558572597,0.0,102.354100538573,0.07085064968289546,Healthy,No action needed; leave as is.,0.0,0.0,0.0
