sku_id,week_start,step,forecast,lower_80,upper_80
SKU0048,2025-12-29,1,162.2438570186056,141.24596686745244,183.24174716975878
SKU0049,2025-12-29,1,170.95123175314464,149.95334160199147,191.9491219042978
SKU0050,2025-12-29,1,158.1609720913832,137.16308194023003,179.15886224253637
SKU0051,2025-12-29,1,183.22742325301272,162.22953310185954,204.2253134041659
SKU0052,2025-12-29,1,178.52505022268437,157.5271600715312,199.52294037383754
SKU0053,2025-12-29,1,202.83552035381828,181.8376302026651,223.83341050497145
SKU0054,2025-12-29,1,192.50436312274675,171.50647297159358,213.50225327389992
SKU0055,2025-12-29,1,169.29126652284765,148.29337637169448,190.28915667400082
SKU0056,2025-12-29,1,181.82253447202234,160.82464432086917,202.8204246231755
SKU0057,2025-12-29,1,206.49244366303574,185.49455351188257,227.49033381418892
SKU0058,2025-12-29,1,220.45641302257692,199.45852287142375,241.4543031737301
SKU0059,2025-12-29,1,202.83929381974053,181.84140366858736,223.8371839708937
SKU0060,2025-12-29,1,183.40069810637954,162.40280795522636,204.3985882575327
SKU0001,2026-01-05,2,158.10925457086734,137.11136441971416,179.1071447220205
SKU0002,2026-01-05,2,146.98737339780772,125.98948324665453,167.9852635489609
SKU0003,2026-01-05,2,176.67918603629477,155.6812958851416,197.67707618744794
SKU0004,2026-01-05,2,181.93818577757335,160.94029562642018,202.93607592872652
SKU0005,2026-01-05,2,184.39141245129284,163.39352230013967,205.389302602446
SKU0006,2026-01-05,2,195.9379808373097,174.94009068615654,216.93587098846288
SKU0007,2026-01-05,2,215.86340708932795,194.86551693817478,236.86129724048112
SKU0008,2026-01-05,2,212.7336222222061,191.73573207105292,233.73151237335927
SKU0009,2026-01-05,2,225.99025077387253,204.99236062271936,246.9881409250257
SKU0010,2026-01-05,2,261.3427763516821,240.34488620052895,282.3406665028353
SKU0011,2026-01-05,2,240.78103996946498,219.7831498183118,261.77893012061816
SKU0012,2026-01-05,2,251.0120651597098,230.01417500855663,272.009955310863
SKU0013,2026-01-05,2,265.20596769735,244.20807754619682,286.20385784850316
SKU0014,2026-01-05,2,250.41454772450965,229.41665757335647,271.4124378756628
SKU0015,2026-01-05,2,274.5306898812736,253.53279973012042,295.52858003242676
SKU0016,2026-01-05,2,268.52748004446704,247.52958989331387,289.5253701956202
SKU0017,2026-01-05,2,279.8163582178812,258.81846806672803,300.8142483690344
SKU0018,2026-01-05,2,284.9095672602285,263.91167710907536,305.9074574113817
SKU0019,2026-01-05,2,261.4029095101553,240.40501935900215,282.4007996613085
SKU0020,2026-01-05,2,293.27916104622983,272.28127089507666,314.277051197383
SKU0021,2026-01-05,2,297.27184399798205,276.2739538468289,318.2697341491352
SKU0022,2026-01-05,2,309.08582187852556,288.0879317273724,330.08371202967874
SKU0023,2026-01-05,2,312.2533920802208,291.25550192906763,333.251282231374
SKU0024,2026-01-05,2,281.1113915963262,260.11350144517303,302.1092817474794
SKU0025,2026-01-05,2,279.8233734617235,258.82548331057035,300.8212636128767
SKU0026,2026-01-05,2,325.1006254771887,304.10273532603554,346.0985156283419
SKU0027,2026-01-05,2,303.47968053486665,282.4817903837135,324.4775706860198
SKU0028,2026-01-05,2,275.18800488092774,254.19011472977456,296.1858950320809
SKU0029,2026-01-05,2,301.657235828194,280.65934567704085,322.6551259793472
SKU0030,2026-01-05,2,320.8328679098766,299.8349777587234,341.83075806102977
SKU0031,2026-01-05,2,299.484987283717,278.4870971325638,320.48287743487015
SKU0032,2026-01-05,2,328.1331842196479,307.1352940684947,349.13107437080106
SKU0033,2026-01-05,2,279.8367327630885,258.8388426119353,300.83462291424166
SKU0034,2026-01-05,2,260.64333220537253,239.64544205421936,281.6412223565257
SKU0035,2026-01-05,2,243.47700632934882,222.47911617819565,264.474896480502
SKU0036,2026-01-05,2,227.3505713928498,206.35268124169662,248.34846154400296
SKU0037,2026-01-05,2,230.4536497447307,209.45575959357754,251.45153989588388
SKU0038,2026-01-05,2,201.78687536114526,180.7889852099921,222.78476551229843
SKU0039,2026-01-05,2,196.9970239890731,175.99913383791994,217.99491414022629
SKU0040,2026-01-05,2,183.91838648364515,162.92049633249198,204.91627663479832
SKU0041,2026-01-05,2,176.70946354568497,155.7115733945318,197.70735369683814
SKU0042,2026-01-05,2,185.2847023955294,164.28681224437622,206.28259254668257
SKU0043,2026-01-05,2,178.77404404285076,157.7761538916976,199.77193419400393
SKU0044,2026-01-05,2,172.4246118783688,151.42672172721564,193.42250202952198
SKU0045,2026-01-05,2,169.70311109527535,148.70522094412217,190.70100124642852
SKU0046,2026-01-05,2,168.45078284613774,147.45289269498457,189.4486729972909
SKU0047,2026-01-05,2,170.32336716326174,149.32547701210856,191.3212573144149
SKU0048,2026-01-05,2,168.858905844367,147.86101569321383,189.85679599552017
SKU0049,2026-01-05,2,157.00520706018693,136.00731690903376,178.0030972113401
SKU0050,2026-01-05,2,185.2812153379447,164.28332518679153,206.27910548909787
SKU0051,2026-01-05,2,195.18932814375665,174.19143799260348,216.18721829490983
SKU0052,2026-01-05,2,183.50815769927223,162.51026754811906,204.5060478504254
SKU0053,2026-01-05,2,207.09308983473775,186.09519968358458,228.09097998589093
SKU0054,2026-01-05,2,182.9294829523665,161.93159280121333,203.92737310351967
SKU0055,2026-01-05,2,197.4931293494345,176.49523919828133,218.49101950058767
SKU0056,2026-01-05,2,198.99282657492353,177.99493642377035,219.9907167260767
SKU0057,2026-01-05,2,205.5327695259118,184.53487937475862,226.53065967706496
SKU0058,2026-01-05,2,210.68624845715053,189.68835830599735,231.6841386083037
SKU0059,2026-01-05,2,190.90291896869,169.90502881753682,211.90080911984316
SKU0060,2026-01-05,2,178.02259002051446,157.02469986936129,199.02048017166763
SKU0001,2026-01-12,3,155.53383487765035,134.53594472649718,176.53172502880352
SKU0002,2026-01-12,3,166.60632195622773,145.60843180507456,187.6042121073809
SKU0003,2026-01-12,3,187.16500275389643,166.16711260274326,208.1628929050496
SKU0004,2026-01-12,3,196.3763068427219,175.37841669156873,217.37419699387507
SKU0005,2026-01-12,3,190.49020824965638,169.4923180985032,211.48809840080955
SKU0006,2026-01-12,3,201.65416068629713,180.65627053514396,222.6520508374503
SKU0007,2026-01-12,3,194.01439630088402,173.01650614973084,215.0122864520372
SKU0008,2026-01-12,3,222.4884391723915,201.49054902123834,243.48632932354468
SKU0009,2026-01-12,3,243.45019436450198,222.4523042133488,264.4480845156552
SKU0010,2026-01-12,3,265.7953834876761,244.7974933365229,286.79327363882925
SKU0011,2026-01-12,3,249.38810441563925,228.39021426448608,270.3859945667924
SKU0012,2026-01-12,3,261.5510799745957,240.55318982344255,282.5489701257489
SKU0013,2026-01-12,3,276.67492812762214,255.67703797646897,297.6728182787753
SKU0014,2026-01-12,3,271.3602502278282,250.36236007667503,292.3581403789814
SKU0015,2026-01-12,3,279.9324742509179,258.9345840997647,300.93036440207106
SKU0016,2026-01-12,3,288.7094605441702,267.71157039301704,309.7073506953234
SKU0017,2026-01-12,3,283.8781104049368,262.88022025378365,304.87600055609
SKU0018,2026-01-12,3,285.48811122867,264.4902210775168,306.48600137982316
SKU0019,2026-01-12,3,283.46158688379387,262.4636967326407,304.45947703494704
SKU0020,2026-01-12,3,282.0858224080849,261.0879322569317,303.08371255923805
SKU0021,2026-01-12,3,296.84343146932395,275.8455413181708,317.8413216204771
SKU0022,2026-01-12,3,316.4845226321233,295.4866324809701,337.48241278327646
SKU0023,2026-01-12,3,307.7525825137397,286.7546923625865,328.75047266489287
SKU0024,2026-01-12,3,280.73984108060915,259.741950929456,301.7377312317623
SKU0025,2026-01-12,3,276.8106388134824,255.81274866232923,297.80852896463557
SKU0026,2026-01-12,3,312.68601506548754,291.68812491433437,333.6839052166407
SKU0027,2026-01-12,3,276.47128216974863,255.47339201859546,297.4691723209018
SKU0028,2026-01-12,3,265.65249545136015,244.65460530020698,286.6503856025133
SKU0029,2026-01-12,3,326.5475477311872,305.549657580034,347.54543788234037
SKU0030,2026-01-12,3,315.72722066271024,294.72933051155707,336.7251108138634
SKU0031,2026-01-12,3,280.8388570708034,259.8409669196502,301.83674722195656
SKU0032,2026-01-12,3,305.40758038247213,284.40969023131896,326.4054705336253
SKU0033,2026-01-12,3,243.43780263974165,222.43991248858848,264.43569279089485
SKU0034,2026-01-12,3,263.0287321771329,242.03084202597972,284.02662232828607
SKU0035,2026-01-12,3,255.02186295241128,234.0239728012581,276.0197531035645
SKU0036,2026-01-12,3,209.40655249187014,188.40866234071697,230.40444264302332
SKU0037,2026-01-12,3,206.86124847180812,185.86335832065495,227.8591386229613
SKU0038,2026-01-12,3,196.48168496358787,175.4837948124347,217.47957511474104
SKU0039,2026-01-12,3,182.12107772098256,161.12318756982938,203.11896787213573
SKU0040,2026-01-12,3,195.7422236446043,174.74433349345114,216.74011379575748
SKU0041,2026-01-12,3,173.6415009820971,152.64361083094394,194.63939113325029
SKU0042,2026-01-12,3,170.95841228662516,149.960522135472,191.95630243777833
SKU0043,2026-01-12,3,175.87592736883954,154.87803721768637,196.8738175199927
SKU0044,2026-01-12,3,174.84808734811935,153.85019719696618,195.84597749927252
SKU0045,2026-01-12,3,172.92319783113555,151.92530767998238,193.92108798228873
SKU0046,2026-01-12,3,166.68518263742166,145.6872924862685,187.68307278857483
SKU0047,2026-01-12,3,169.38291581381534,148.38502566266217,190.38080596496852
SKU0048,2026-01-12,3,161.9781185859966,140.98022843484344,182.97600873714978
SKU0049,2026-01-12,3,195.18595144011795,174.18806128896478,216.18384159127112
SKU0050,2026-01-12,3,198.21506360730572,177.21717345615255,219.2129537584589
SKU0051,2026-01-12,3,184.77368550802726,163.77579535687408,205.77157565918043
SKU0052,2026-01-12,3,189.85983674707882,168.86194659592564,210.857726898232
SKU0053,2026-01-12,3,187.49237121531263,166.49448106415946,208.4902613664658
SKU0054,2026-01-12,3,202.3266071525667,181.32871700141354,223.32449730371988
SKU0055,2026-01-12,3,206.15251568248695,185.15462553133378,227.15040583364012
SKU0056,2026-01-12,3,213.35358351298794,192.35569336183477,234.3514736641411
SKU0057,2026-01-12,3,197.74682820095762,176.74893804980445,218.7447183521108
SKU0058,2026-01-12,3,193.0323396637762,172.03444951262304,214.03022981492938
SKU0059,2026-01-12,3,184.2024194321001,163.20452928094693,205.20030958325327
SKU0060,2026-01-12,3,179.9368325286001,158.93894237744692,200.93472267975326
SKU0001,2026-01-19,4,178.5577460776824,157.55985592652922,199.55563622883557
SKU0002,2026-01-19,4,184.07400763680954,163.07611748565637,205.0718977879627
SKU0003,2026-01-19,4,198.3962667261709,177.39837657501772,219.39415687732406
SKU0004,2026-01-19,4,199.31441497202442,178.31652482087125,220.3123051231776
SKU0005,2026-01-19,4,195.18536925457474,174.18747910342157,216.1832594057279
SKU0006,2026-01-19,4,200.43425236936406,179.4363622182109,221.43214252051723
SKU0007,2026-01-19,4,200.91168960471776,179.9137994535646,221.90957975587094
SKU0008,2026-01-19,4,269.02392343519614,248.02603328404297,290.0218135863493
SKU0009,2026-01-19,4,252.14768046028644,231.14979030913327,273.1455706114396
SKU0010,2026-01-19,4,248.12646885273543,227.12857870158226,269.1243590038886
SKU0011,2026-01-19,4,257.25957583517095,236.26168568401778,278.2574659863241
SKU0012,2026-01-19,4,249.83551757757948,228.8376274264263,270.83340772873265
SKU0013,2026-01-19,4,294.3073875979442,273.30949744679106,315.3052777490974
SKU0014,2026-01-19,4,243.14881932034348,222.1509291691903,264.14670947149665
SKU0015,2026-01-19,4,293.25319361878474,272.25530346763156,314.2510837699379
SKU0016,2026-01-19,4,281.12985079918934,260.13196064803617,302.1277409503425
SKU0017,2026-01-19,4,283.45628967551824,262.45839952436506,304.4541798266714
SKU0018,2026-01-19,4,301.8158177120506,280.81792756089743,322.8137078632038
SKU0019,2026-01-19,4,275.70714396891725,254.70925381776408,296.7050341200704
SKU0020,2026-01-19,4,283.38160540793695,262.3837152567838,304.3794955590901
SKU0021,2026-01-19,4,293.5558597411184,272.55796958996524,314.5537498922716
SKU0022,2026-01-19,4,317.3713918620357,296.3735017108825,338.36928201318887
SKU0023,2026-01-19,4,306.89366216183424,285.89577201068107,327.8915523129874
SKU0024,2026-01-19,4,299.1558809381531,278.1579907869999,320.15377108930625
SKU0025,2026-01-19,4,292.8961676575362,271.898277506383,313.89405780868935
SKU0026,2026-01-19,4,299.988686989907,278.99079683875385,320.9865771410602
SKU0027,2026-01-19,4,285.909662848665,264.9117726975118,306.90755299981817
SKU0028,2026-01-19,4,301.9058777642435,280.9079876130903,322.90376791539666
SKU0029,2026-01-19,4,331.11089117068263,310.11300101952946,352.1087813218358
SKU0030,2026-01-19,4,287.6309417056416,266.6330515544884,308.62883185679476
SKU0031,2026-01-19,4,266.27744020902105,245.27955005786788,287.2753303601742
SKU0032,2026-01-19,4,266.60968998815673,245.61179983700356,287.6075801393099
SKU0033,2026-01-19,4,246.83297744813575,225.83508729698258,267.8308675992889
SKU0034,2026-01-19,4,227.95049860891115,206.95260845775798,248.94838876006432
SKU0035,2026-01-19,4,231.65693661578575,210.65904646463258,252.65482676693892
SKU0036,2026-01-19,4,200.15340456035187,179.1555144091987,221.15129471150505
SKU0037,2026-01-19,4,201.92560330554699,180.9277131543938,222.92349345670016
SKU0038,2026-01-19,4,186.15586972821467,165.1579795770615,207.15375987936784
SKU0039,2026-01-19,4,189.84395492154667,168.8460647703935,210.84184507269984
SKU0040,2026-01-19,4,181.62864753875203,160.63075738759886,202.6265376899052
SKU0041,2026-01-19,4,165.8638272169585,144.86593706580533,186.86171736811167
SKU0042,2026-01-19,4,170.76759851133832,149.76970836018515,191.7654886624915
SKU0043,2026-01-19,4,171.02923528924708,150.0313451380939,192.02712544040025
SKU0044,2026-01-19,4,159.74892466904785,138.75103451789468,180.74681482020102
SKU0045,2026-01-19,4,167.95044163547584,146.95255148432267,188.948331786629
SKU0046,2026-01-19,4,173.3474582726963,152.34956812154311,194.34534842384946
SKU0047,2026-01-19,4,152.2955691521792,131.29767900102604,173.29345930333238
SKU0048,2026-01-19,4,184.83561885558711,163.83772870443394,205.8335090067403
SKU0049,2026-01-19,4,198.3160910878668,177.31820093671362,219.31398123901997
SKU0050,2026-01-19,4,187.54025874724732,166.54236859609415,208.5381488984005
SKU0051,2026-01-19,4,189.2913486736572,168.29345852250404,210.28923882481038
SKU0052,2026-01-19,4,171.99748968614998,150.9995995349968,192.99537983730315
SKU0053,2026-01-19,4,207.57639827931527,186.5785081281621,228.57428843046844
SKU0054,2026-01-19,4,211.11298780501193,190.11509765385875,232.1108779561651
SKU0055,2026-01-19,4,218.84165281656945,197.84376266541628,239.83954296772262
SKU0056,2026-01-19,4,214.0569965850414,193.05910643388822,235.05488673619456
SKU0057,2026-01-19,4,184.63333153202817,163.635441380875,205.63122168318134
SKU0058,2026-01-19,4,179.43269064312446,158.4348004919713,200.43058079427763
SKU0059,2026-01-19,4,189.77640320481055,168.77851305365738,210.77429335596372
SKU0060,2026-01-19,4,183.19347336389455,162.19558321274138,204.19136351504773
SKU0001,2026-01-26,5,180.15419536982398,159.1563052186708,201.15208552097715
SKU0002,2026-01-26,5,180.29747590543218,159.299585754279,201.29536605658535
SKU0003,2026-01-26,5,200.09239950852213,179.09450935736896,221.0902896596753
SKU0004,2026-01-26,5,195.67458478360408,174.6766946324509,216.67247493475725
SKU0005,2026-01-26,5,194.25895300051928,173.2610628493661,215.25684315167246
SKU0006,2026-01-26,5,201.70229499346533,180.70440484231216,222.7001851446185
SKU0007,2026-01-26,5,235.09466411155256,214.0967739603994,256.09255426270573
SKU0008,2026-01-26,5,252.30695971798622,231.30906956683305,273.3048498691394
SKU0009,2026-01-26,5,245.2255339247041,224.22764377355094,266.2234240758573
SKU0010,2026-01-26,5,251.05800126066185,230.06011110950868,272.055891411815
SKU0011,2026-01-26,5,257.11332912377515,236.11543897262197,278.1112192749283
SKU0012,2026-01-26,5,277.0571958182036,256.0593056670504,298.05508596935675
SKU0013,2026-01-26,5,284.39638967733583,263.39849952618266,305.394279828489
SKU0014,2026-01-26,5,258.9374018563756,237.9395117052224,279.93529200752874
SKU0015,2026-01-26,5,281.23499959313375,260.2371094419806,302.2328897442869
SKU0016,2026-01-26,5,272.41657920223173,251.41868905107856,293.4144693533849
SKU0017,2026-01-26,5,288.4440860639688,267.44619591281565,309.441976215122
SKU0018,2026-01-26,5,283.37546794632954,262.37757779517636,304.3733580974827
SKU0019,2026-01-26,5,279.6222898513976,258.62439970024445,300.6201800025508
SKU0020,2026-01-26,5,290.03581769989216,269.037927548739,311.03370785104534
SKU0021,2026-01-26,5,290.10296836254474,269.1050782113916,311.1008585136979
SKU0022,2026-01-26,5,303.3346060901105,282.33671593895735,324.3324962412637
SKU0023,2026-01-26,5,293.3467162386429,272.3488260874897,314.34460638979607
SKU0024,2026-01-26,5,287.67848109718716,266.680590946034,308.67637124834033
SKU0025,2026-01-26,5,271.78672761253193,250.78883746137876,292.7846177636851
SKU0026,2026-01-26,5,288.6137598294569,267.61586967830374,309.6116499806101
SKU0027,2026-01-26,5,290.14726282938193,269.14937267822876,311.1451529805351
SKU0028,2026-01-26,5,306.46516638484866,285.4672762336955,327.46305653600183
SKU0029,2026-01-26,5,296.77931819848,275.7814280473268,317.77720834963316
SKU0030,2026-01-26,5,284.4547834118986,263.4568932607454,305.45267356305175
SKU0031,2026-01-26,5,251.77039055415074,230.77250040299757,272.76828070530394
SKU0032,2026-01-26,5,252.7001711119104,231.70228096075724,273.6980612630636
SKU0033,2026-01-26,5,232.39583931225624,211.39794916110307,253.39372946340941
SKU0034,2026-01-26,5,213.1541919220046,192.15630177085143,234.15208207315777
SKU0035,2026-01-26,5,205.08913642381205,184.09124627265888,226.08702657496522
SKU0036,2026-01-26,5,187.89012213101995,166.89223197986678,208.88801228217312
SKU0037,2026-01-26,5,185.89479536744304,164.89690521628987,206.8926855185962
SKU0038,2026-01-26,5,178.3405936530914,157.34270350193822,199.33848380424456
SKU0039,2026-01-26,5,191.42913238269193,170.43124223153876,212.4270225338451
SKU0040,2026-01-26,5,168.16823136428567,147.1703412131325,189.16612151543885
SKU0041,2026-01-26,5,159.03883189075796,138.0409417396048,180.03672204191113
SKU0042,2026-01-26,5,165.16815415429426,144.17026400314109,186.16604430544743
SKU0043,2026-01-26,5,169.11648102753387,148.1185908763807,190.11437117868704
SKU0044,2026-01-26,5,154.4615414189374,133.46365126778423,175.45943157009057
SKU0045,2026-01-26,5,165.01819909301327,144.0203089418601,186.01608924416644
SKU0046,2026-01-26,5,151.32123266773385,130.32334251658068,172.31912281888702
SKU0047,2026-01-26,5,176.2893964883445,155.29150633719132,197.28728663949767
SKU0048,2026-01-26,5,187.93271070481035,166.93482055365718,208.93060085596352
SKU0049,2026-01-26,5,183.6691641523,162.67127400114683,204.66705430345317
SKU0050,2026-01-26,5,195.28344658171224,174.28555643055907,216.2813367328654
SKU0051,2026-01-26,5,177.18678743357123,156.18889728241805,198.1846775847244
SKU0052,2026-01-26,5,187.89682612877434,166.89893597762116,208.8947162799275
SKU0053,2026-01-26,5,214.1703719008757,193.17248174972252,235.16826205202887
SKU0054,2026-01-26,5,212.70052924741066,191.70263909625749,233.69841939856383
SKU0055,2026-01-26,5,196.37236589220225,175.37447574104908,217.37025604335543
SKU0056,2026-01-26,5,186.5559159228591,165.55802577170593,207.55380607401227
SKU0057,2026-01-26,5,175.51899898195776,154.5211088308046,196.51688913311094
SKU0058,2026-01-26,5,181.79835612395536,160.8004659728022,202.79624627510853
SKU0059,2026-01-26,5,180.12236985263547,159.1244797014823,201.12026000378864
SKU0060,2026-01-26,5,178.86159377928823,157.86370362813506,199.8594839304414
SKU0001,2026-02-02,6,184.1791955468171,163.18130539566394,205.17708569797028
SKU0002,2026-02-02,6,195.48854702986577,174.4906568787126,216.48643718101894
SKU0003,2026-02-02,6,204.726835966762,183.72894581560882,225.72472611791517
SKU0004,2026-02-02,6,198.01384572219368,177.0159555710405,219.01173587334685
SKU0005,2026-02-02,6,201.39706857017137,180.3991784190182,222.39495872132454
SKU0006,2026-02-02,6,233.9593640226968,212.96147387154363,254.95725417384998
SKU0007,2026-02-02,6,238.37409389948792,217.37620374833475,259.3719840506411
SKU0008,2026-02-02,6,251.50277302198964,230.50488287083647,272.5006631731428
SKU0009,2026-02-02,6,239.3403365586844,218.34244640753124,260.3382267098376
SKU0010,2026-02-02,6,260.092362164662,239.09447201350883,281.0902523158152
SKU0011,2026-02-02,6,267.7771177765495,246.77922762539635,288.7750079277027
SKU0012,2026-02-02,6,280.3063082374111,259.3084180862579,301.30419838856426
SKU0013,2026-02-02,6,292.67299366528863,271.67510351413546,313.6708838164418
SKU0014,2026-02-02,6,274.3427555037582,253.34486535260504,295.3406456549114
SKU0015,2026-02-02,6,276.94173282148495,255.94384267033178,297.9396229726381
SKU0016,2026-02-02,6,280.7353263673463,259.73743621619315,301.7332165184995
SKU0017,2026-02-02,6,281.2264175499487,260.2285273987955,302.22430770110185
SKU0018,2026-02-02,6,288.1456305247008,267.1477403735476,309.14352067585395
SKU0019,2026-02-02,6,284.0447181482201,263.04682799706694,305.0426082993733
SKU0020,2026-02-02,6,287.6766115944374,266.67872144328425,308.6745017455906
SKU0021,2026-02-02,6,286.80368255370615,265.805792402553,307.8015727048593
SKU0022,2026-02-02,6,297.8056590375618,276.8077688864086,318.80354918871495
SKU0023,2026-02-02,6,289.07052151773564,268.07263136658247,310.0684116688888
SKU0024,2026-02-02,6,274.02751709954345,253.02962694839027,295.0254072506966
SKU0025,2026-02-02,6,273.42812265646387,252.4302325053107,294.42601280761704
SKU0026,2026-02-02,6,328.1944379111399,307.19654775998674,349.1923280622931
SKU0027,2026-02-02,6,284.4404009101793,263.4425107590261,305.43829106133245
SKU0028,2026-02-02,6,272.86279032666613,251.86490017551296,293.8606804778193
SKU0029,2026-02-02,6,285.2200416741043,264.22215152295115,306.2179318252575
SKU0030,2026-02-02,6,257.90732278022585,236.90943262907268,278.905212931379
SKU0031,2026-02-02,6,236.93435347837624,215.93646332722307,257.9322436295294
SKU0032,2026-02-02,6,242.35146223387284,221.35357208271967,263.349352385026
SKU0033,2026-02-02,6,220.14503496325727,199.1471448121041,241.14292511441045
SKU0034,2026-02-02,6,194.5151284723508,173.51723832119762,215.51301862350397
SKU0035,2026-02-02,6,192.4350253596131,171.43713520845992,213.43291551076626
SKU0036,2026-02-02,6,174.90228790997972,153.90439775882655,195.9001780611329
SKU0037,2026-02-02,6,182.34608751814378,161.3481973669906,203.34397766929695
SKU0038,2026-02-02,6,175.25890269652723,154.26101254537406,196.2567928476804
SKU0039,2026-02-02,6,168.3151935619691,147.31730341081592,189.31308371312227
SKU0040,2026-02-02,6,164.71188735826036,143.71399720710718,185.70977750941353
SKU0041,2026-02-02,6,161.18225246583228,140.1843623146791,182.18014261698545
SKU0042,2026-02-02,6,167.16984463711736,146.1719544859642,188.16773478827054
SKU0043,2026-02-02,6,162.37323509322655,141.37534494207338,183.37112524437973
SKU0044,2026-02-02,6,158.72621696862558,137.7283268174724,179.72410711977875
SKU0045,2026-02-02,6,154.53756122475394,133.53967107360077,175.53545137590712
SKU0046,2026-02-02,6,179.0280343493425,158.03014419818933,200.02592450049568
SKU0047,2026-02-02,6,179.93315365483429,158.9352635036811,200.93104380598746
SKU0048,2026-02-02,6,187.5100217455161,166.51213159436293,208.50791189666927
SKU0049,2026-02-02,6,198.70239977276213,177.70450962160896,219.7002899239153
SKU0050,2026-02-02,6,170.5330894590353,149.53519930788212,191.53097961018847
SKU0051,2026-02-02,6,185.9061218251667,164.90823167401354,206.90401197631988
SKU0052,2026-02-02,6,197.80227972275068,176.8043895715975,218.80016987390385
SKU0053,2026-02-02,6,220.3915618441562,199.39367169300303,241.38945199530937
SKU0054,2026-02-02,6,204.66118906672452,183.66329891557135,225.6590792178777
SKU0055,2026-02-02,6,181.65118786325897,160.6532977121058,202.64907801441214
SKU0056,2026-02-02,6,175.92611048599855,154.92822033484538,196.92400063715172
SKU0057,2026-02-02,6,179.74531225718258,158.7474221060294,200.74320240833575
SKU0058,2026-02-02,6,181.23041564511345,160.23252549396028,202.22830579626662
